Plate,Well,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
SNCA-Mat63-x40-map2-snca-th-p2-AV,K03,LRRK2 WT: DoD 37,0.0584496,0.0167026,16.1457,23.5471,0.676588,0.977678,569.996,402.219,254.585,1490430.0,397.126,4.50252,8.14692,499.93,618.464,496430.0,130496.0,17176.3,4033.74,3705.53,14773.0,5293.81,1.43128,17056100.0,4461460.0,3932900.0,3117110.0,1064060.0,565.177,229.04,2991940.0,0.00173273,0.00156565,0.00163873,0.00156935,525.048,682.832,540.396,681.953,236229000.0,241136000.0,235087000.0,241158000.0,1.68222,1.75138,1.70172,1.75095,4.13734e-05,3.7991e-05,4.17315e-05,3.79967e-05,3.44979,3.49041,3.46558,3.48996,-0.264779,-0.245719,-0.255496,-0.245913,0.801014,0.78387,0.792238,0.783969,0.12669,0.109876,0.117202,0.110015,117.731,118.994,118.105,118.994,2.25963,2.26645,2.26381,2.26653,5786.12,5867.73,5799.06,5867.7,22341.2,22569.5,22371.1,22569.9,584.061,585.395,843.107,914.251,1015100.0,334.052,417.034,-3.96441,666.351,25.5104,-3.48921,381.538,441.319,201.0,324.67,555.95,-3.57789,22.8475,67.9696,2816300.0,7132.2,231.554,516.588,241.521,2816.74,204.455,798.071,0.816612,0.801809,0.990132,0.17352,0.165296,4.0,127.0,1216.0,993.0,975.0,1204.0,211.0,201.0,0.0945644,0.905436,2429.61
SNCA-Mat63-x40-map2-snca-th-p2-AV,L03,LRRK2 WT: DoD 37,0.0495569,0.0151623,25.6726,19.1492,0.98266,0.751006,593.189,432.299,264.356,1621180.0,436.706,5.53776,7.81959,596.257,659.639,521129.0,127970.0,18855.9,4225.54,3750.14,15437.3,5527.14,1.37742,16480000.0,4125150.0,3608610.0,2994830.0,1005940.0,689.19,252.769,3809250.0,0.00154484,0.00138752,0.00145284,0.00138607,514.438,664.336,531.904,666.4,229742000.0,234585000.0,228283000.0,234578000.0,1.67337,1.74105,1.69407,1.74169,4.24965e-05,3.92355e-05,4.27998e-05,3.90856e-05,3.4257,3.46492,3.4418,3.4652,-0.262888,-0.24442,-0.253156,-0.244219,0.797511,0.7807,0.788251,0.780536,0.12842,0.111981,0.118803,0.112028,116.699,117.966,117.045,117.966,2.24139,2.24863,2.24554,2.24873,5740.68,5823.65,5751.39,5823.63,22172.0,22410.2,22192.5,22409.0,733.748,761.849,850.461,975.368,935507.0,335.188,424.378,-3.8037,691.943,21.6458,-3.46187,389.182,454.604,201.0,331.528,575.358,-3.53103,13.1378,68.2035,1875670.0,5477.71,235.733,538.67,252.629,3320.54,220.735,897.01,0.788809,0.770758,0.99278,0.17509,0.16426,6.0,103.0,1108.0,874.0,854.0,1100.0,194.0,182.0,0.0850537,0.914946,2366.24
SNCA-Mat63-x40-map2-snca-th-p2-AV,M03,LRRK2 WT: DoD 37,0.301608,0.0574104,28.3386,30.9295,4.00998,4.33116,612.384,330.371,253.18,1189160.0,326.428,5.22943,10.1214,579.235,860.014,499880.0,120402.0,18682.5,3833.99,3599.45,17990.0,5935.38,1.39484,16123000.0,3513060.0,3186050.0,2518600.0,777535.0,332.023,239.422,1970680.0,0.00128746,0.00113266,0.00119348,0.0011295,538.207,697.361,556.308,698.199,227242000.0,231709000.0,225913000.0,231687000.0,1.69666,1.76547,1.7169,1.76607,3.96288e-05,3.63491e-05,4.00209e-05,3.63105e-05,3.47748,3.51809,3.49362,3.51844,-0.265562,-0.246859,-0.25629,-0.246659,0.804443,0.78779,0.795791,0.787586,0.122681,0.106146,0.113236,0.105882,120.339,121.647,120.721,121.646,2.27821,2.28533,2.28244,2.28542,5916.11,6000.46,5928.27,6000.4,22841.8,23079.3,22866.4,23078.7,273.326,270.169,760.894,816.664,742633.0,336.592,431.985,-3.97488,721.574,32.2309,-3.65677,399.201,469.978,201.0,339.109,597.752,-3.75285,76.1028,72.9272,2308160.0,6614.2,234.311,371.732,214.643,3445.79,199.716,1147.95,0.872599,0.840243,0.986855,0.141557,0.132457,3.0,88.0,989.0,863.0,831.0,976.0,140.0,131.0,0.0817084,0.918292,2390.72
SNCA-Mat63-x40-map2-snca-th-p2-AV,N03,LRRK2 WT: DoD 37,0.0509498,0.0308133,15.4187,31.6303,1.40363,2.49224,586.921,422.812,245.932,1517860.0,419.182,4.93293,8.69565,565.29,750.317,463538.0,120801.0,18898.0,4138.59,3589.9,16638.4,5729.58,1.47146,15496400.0,3941720.0,3302590.0,2678780.0,882356.0,614.814,267.513,3522630.0,0.00155026,0.00139553,0.00145835,0.00139298,491.692,640.77,509.689,638.015,193702000.0,197206000.0,192057000.0,197242000.0,1.65815,1.72627,1.67868,1.72629,4.4078e-05,4.06471e-05,4.43503e-05,4.05637e-05,3.38387,3.42274,3.39954,3.42293,-0.26014,-0.241531,-0.250319,-0.241441,0.791893,0.774615,0.782254,0.774688,0.132777,0.116231,0.123175,0.115912,112.03,113.213,112.35,113.212,2.21244,2.2205,2.21703,2.22043,5378.81,5454.14,5387.52,5454.07,20763.8,20972.4,20776.3,20973.4,620.139,618.47,828.552,988.94,909750.0,351.635,513.693,-4.37729,977.246,25.6796,-3.78924,516.329,613.413,209.348,411.71,800.377,-3.88549,24.3638,134.109,4709050.0,6305.47,233.395,534.43,237.28,3501.07,230.49,1269.67,0.74141,0.721519,0.992767,0.14557,0.139241,1.0,164.0,1106.0,820.0,798.0,1098.0,161.0,154.0,0.129134,0.870866,2295.38
SNCA-Mat63-x40-map2-snca-th-p2-AV,O03,LRRK2 WT: DoD 37,0.0513216,0.0101904,16.5022,18.8713,0.426399,0.474785,572.345,347.345,270.814,1843860.0,372.683,5.20176,12.3288,524.812,787.726,595662.0,172512.0,17225.5,4447.25,5308.45,21834.1,11046.9,1.48762,19551000.0,7113320.0,4927560.0,4781670.0,2341940.0,402.674,246.165,4448290.0,0.00110847,0.000967014,0.00101249,0.000967365,540.562,700.602,561.664,696.571,263383000.0,269104000.0,261863000.0,269115000.0,1.70347,1.7727,1.72408,1.77175,3.88204e-05,3.54654e-05,3.90939e-05,3.5528e-05,3.49549,3.53596,3.51166,3.53533,-0.265495,-0.246965,-0.256197,-0.247261,0.805384,0.788882,0.796749,0.789113,0.118834,0.102297,0.109217,0.102301,122.826,124.155,123.187,124.155,2.28843,2.29512,2.29231,2.29504,6143.56,6230.61,6155.0,6230.59,23736.2,23983.1,23755.6,23985.0,350.831,448.667,2370.86,1203.68,3176950.0,320.785,411.314,-3.69818,673.106,26.5851,-3.0876,389.004,445.889,202.844,327.95,561.667,-3.16234,19.7241,71.105,6068070.0,20084.9,229.435,343.612,241.279,3434.47,428.619,2069.5,0.839497,0.819527,0.991124,0.161982,0.156805,10.0,48.0,1352.0,1135.0,1108.0,1340.0,219.0,212.0,0.0342857,0.965714,2543.58
SNCA-Mat63-x40-map2-snca-th-p2-AV,B04,LRRK2 WT: DoD 37,0.131383,0.0158051,19.5625,18.637,0.79725,0.759181,572.871,347.848,309.116,2078690.0,348.329,5.65823,13.4154,544.025,837.292,601692.0,326544.0,18576.5,6441.05,5975.87,17355.5,7963.16,1.09829,20545600.0,7433980.0,6994980.0,6768660.0,3057850.0,392.541,305.425,3125870.0,0.00107076,0.000924127,0.000974082,0.00092446,562.113,729.016,586.364,728.166,361827000.0,368929000.0,360798000.0,368968000.0,1.70469,1.7759,1.72659,1.77533,3.91314e-05,3.56886e-05,3.93948e-05,3.57093e-05,3.52826,3.56941,3.54523,3.56939,-0.266936,-0.247654,-0.257726,-0.247659,0.808466,0.791315,0.800008,0.791259,0.11919,0.102202,0.109658,0.102362,128.096,129.436,128.526,129.437,2.31147,2.31594,2.31482,2.31594,6570.97,6661.36,6587.86,6661.37,25400.3,25655.2,25437.4,25655.7,330.115,329.486,2327.98,2562.28,2896000.0,342.547,475.818,-4.50944,853.156,23.5042,-3.85848,465.313,540.33,201.006,373.312,699.709,-3.93087,24.3564,104.964,4772480.0,13065.5,243.036,389.218,409.835,3323.81,377.731,1240.83,0.889068,0.87299,1.0,0.313505,0.308682,10.0,67.0,1244.0,1106.0,1086.0,1244.0,390.0,384.0,0.051106,0.948894,2492.31
SNCA-Mat63-x40-map2-snca-th-p2-AV,C04,LRRK2 WT: DoD 37,0.104976,0.0207036,20.0867,22.2812,1.03948,1.13329,646.795,337.954,252.841,1661620.0,337.63,6.12138,12.3087,570.142,805.598,610622.0,250541.0,18047.8,5484.39,4916.7,16279.2,7019.21,1.28093,19329200.0,6485120.0,5786030.0,5062840.0,2140860.0,356.281,269.704,2500810.0,0.00207665,0.00191145,0.00198259,0.0019095,517.166,675.929,535.042,678.399,250124000.0,254558000.0,248894000.0,254518000.0,1.6711,1.7415,1.6917,1.74156,4.27954e-05,3.91489e-05,4.30096e-05,3.91408e-05,3.43087,3.47133,3.44694,3.47127,-0.261573,-0.241977,-0.251987,-0.241998,0.795702,0.777565,0.786453,0.777618,0.129219,0.112358,0.119781,0.112423,114.85,116.032,115.225,116.032,2.24364,2.24909,2.24707,2.2491,5597.43,5673.38,5610.48,5673.36,21604.2,21809.1,21632.3,21807.8,302.281,305.254,1848.32,2107.04,2437930.0,334.712,455.509,-4.88472,732.766,20.3553,-4.36363,407.356,475.418,201.011,342.184,605.863,-4.4699,15.8702,78.7076,3323620.0,9982.93,241.415,383.139,240.32,3588.62,407.201,1033.97,0.811364,0.799242,0.999242,0.235606,0.231061,5.0,184.0,1320.0,1071.0,1055.0,1319.0,311.0,305.0,0.12234,0.87766,2243.6
SNCA-Mat63-x40-map2-snca-th-p2-AV,D04,LRRK2 WT: DoD 37,0.0648794,0.00628593,23.1995,20.8541,0.358291,0.330179,598.451,372.94,418.68,2104620.0,377.012,5.61234,12.7349,520.771,761.435,565557.0,264218.0,19728.7,5977.49,5643.32,17195.7,7339.22,1.15951,21425300.0,6918710.0,6395910.0,5966930.0,2502670.0,467.558,306.947,3431510.0,0.001733,0.0015496,0.00163042,0.00154967,553.567,719.769,572.021,720.339,293630000.0,299228000.0,292245000.0,299191000.0,1.70478,1.77522,1.72467,1.77591,3.86639e-05,3.53099e-05,3.89942e-05,3.52366e-05,3.51851,3.56004,3.53467,3.56052,-0.264351,-0.244927,-0.255355,-0.244669,0.805323,0.787681,0.79695,0.787486,0.119676,0.102662,0.110334,0.102327,123.334,124.639,123.728,124.639,2.30241,2.30716,2.30592,2.30717,6123.21,6208.22,6136.63,6208.19,23639.7,23875.8,23668.2,23875.4,395.619,403.352,2258.98,2359.07,2769510.0,348.453,474.162,-4.73621,854.81,20.1585,-4.4957,454.759,541.586,201.293,374.117,701.269,-4.60775,20.1381,99.0099,4290820.0,12260.9,238.557,374.706,396.538,3241.0,301.308,994.213,0.885808,0.872757,1.0,0.283034,0.27814,12.0,46.0,1226.0,1086.0,1070.0,1226.0,347.0,341.0,0.0361635,0.963836,2494.91
SNCA-Mat63-x40-map2-snca-th-p2-AV,E04,LRRK2 WT: DoD 37,0.0732185,0.209466,9.87088,10.0424,5.09788,4.79095,649.432,349.385,250.18,1838200.0,353.291,7.37381,10.0472,685.529,813.094,649196.0,206526.0,20508.4,5564.13,5261.24,18268.3,6688.48,1.25631,19421500.0,5829460.0,5102310.0,4640140.0,1625300.0,412.207,266.726,2757040.0,0.0023978,0.00221364,0.00230311,0.0022136,514.324,679.881,529.018,682.272,229590000.0,233879000.0,228460000.0,233870000.0,1.67023,1.7412,1.68987,1.74289,4.26036e-05,3.90082e-05,4.29258e-05,3.8829e-05,3.43041,3.47171,3.4461,3.47273,-0.26275,-0.242758,-0.253147,-0.242235,0.79722,0.778858,0.788013,0.778376,0.130682,0.113495,0.121108,0.113183,113.612,114.811,113.953,114.812,2.24492,2.25042,2.24811,2.25041,5461.37,5536.81,5471.64,5536.83,21067.7,21267.6,21087.2,21266.5,346.493,360.497,2003.97,2018.65,2220400.0,349.43,456.869,-4.8074,729.902,21.8699,-4.4427,403.787,473.592,201.0,341.315,603.342,-4.56649,22.8648,74.5056,3541600.0,9147.27,243.217,396.738,239.253,3942.86,406.761,1273.71,0.829247,0.802977,0.970228,0.222417,0.212785,4.0,128.0,1142.0,947.0,917.0,1108.0,254.0,243.0,0.100787,0.899213,2322.18
SNCA-Mat63-x40-map2-snca-th-p2-AV,G04,LRRK2 WT: DoD 37,0.0566258,0.0121605,21.8388,28.7758,0.668656,0.892171,657.236,355.016,595.077,1579420.0,357.256,7.86635,9.55882,726.785,795.849,619948.0,189412.0,20395.7,5125.58,4448.87,17297.8,5721.73,1.22221,17397500.0,5031670.0,4269610.0,4116880.0,1310280.0,427.23,1040.5,2444500.0,0.00202103,0.00184389,0.00193461,0.00183537,510.516,663.069,516.991,663.459,197049000.0,200864000.0,195910000.0,200879000.0,1.6583,1.72699,1.67625,1.72769,4.44517e-05,4.09335e-05,4.48354e-05,4.08428e-05,3.39073,3.43052,3.40553,3.43076,-0.259265,-0.239852,-0.250025,-0.239699,0.790822,0.77267,0.781666,0.772581,0.13485,0.118004,0.12554,0.117852,109.982,111.139,110.335,111.14,2.21556,2.22205,2.21925,2.22209,5219.13,5292.41,5231.43,5292.54,20122.9,20321.4,20155.2,20321.8,362.104,371.802,1670.41,1922.4,1889230.0,333.909,432.976,-4.17701,831.1,19.1719,-3.84664,432.113,528.057,201.0,367.602,682.066,-3.93748,13.6829,93.9307,1759290.0,5148.67,242.038,396.167,372.595,4032.0,354.625,1357.62,0.75022,0.73263,0.994723,0.209323,0.201407,1.0,140.0,1137.0,853.0,833.0,1131.0,238.0,229.0,0.109632,0.890368,2205.28
SNCA-Mat63-x40-map2-snca-th-p2-AV,H04,LRRK2 WT: DoD 37,0.0516891,0.00983458,23.0833,17.7566,0.563511,0.454342,501.202,535.805,332.757,2044990.0,559.6,5.74062,7.64319,570.737,586.385,517088.0,124900.0,18352.5,4290.85,3816.67,14274.7,5152.14,1.45737,16627400.0,4431150.0,3810280.0,3040510.0,1045880.0,1152.61,431.505,5938390.0,0.00177178,0.00159767,0.00166767,0.00159959,542.714,694.061,559.917,688.952,229039000.0,233333000.0,227423000.0,233392000.0,1.68769,1.75378,1.70786,1.7521,4.09598e-05,3.7775e-05,4.12566e-05,3.79116e-05,3.45138,3.4901,3.46724,3.48919,-0.257566,-0.239109,-0.24797,-0.239551,0.793615,0.776366,0.78423,0.77673,0.124607,0.108495,0.115021,0.108548,117.487,118.693,117.831,118.693,2.25195,2.25864,2.25599,2.25865,5683.63,5760.9,5692.88,5760.94,21924.7,22138.2,21938.1,22140.9,996.233,1084.78,1194.63,1335.1,1386960.0,312.063,391.802,-3.44017,699.866,23.0626,-3.265,388.664,459.223,201.0,333.43,581.771,-3.36602,17.4587,73.3417,1885860.0,5909.72,225.252,879.795,333.663,3282.94,230.162,996.901,0.775021,0.759624,0.993157,0.182207,0.173653,3.0,68.0,1169.0,906.0,888.0,1161.0,213.0,203.0,0.0549717,0.945028,2201.42
SNCA-Mat63-x40-map2-snca-th-p2-AV,I04,LRRK2 WT: DoD 37,0.0523927,0.0336018,18.8946,22.3656,1.64199,1.84782,636.636,422.395,241.172,1834970.0,422.351,6.73934,7.07071,665.404,632.859,546297.0,125306.0,20409.6,4640.47,4344.21,15412.2,5298.76,1.36806,16756300.0,4174790.0,3763430.0,3051620.0,1006760.0,663.855,231.015,3517610.0,0.00265891,0.00245856,0.00255358,0.0024444,499.174,648.615,514.315,651.601,227154000.0,231723000.0,225813000.0,231679000.0,1.65548,1.72397,1.67537,1.72513,4.45145e-05,4.10011e-05,4.48352e-05,4.09677e-05,3.40832,3.44898,3.42426,3.44966,-0.26338,-0.24376,-0.253678,-0.24332,0.796023,0.778066,0.786786,0.777697,0.135864,0.118894,0.126278,0.118462,113.295,114.528,113.633,114.529,2.23274,2.23907,2.23637,2.23915,5478.6,5557.43,5488.47,5557.49,21146.0,21368.2,21164.6,21367.0,571.055,579.525,1460.42,1533.11,1403470.0,333.155,438.095,-4.36022,753.234,21.1472,-4.07937,408.937,485.928,201.0,347.497,621.234,-4.20243,17.5954,80.319,2297590.0,6863.12,235.378,474.032,204.673,3561.87,252.884,797.162,0.85166,0.841286,0.996888,0.205394,0.197095,2.0,90.0,964.0,821.0,811.0,961.0,198.0,190.0,0.085389,0.914611,2362.1
SNCA-Mat63-x40-map2-snca-th-p2-AV,J04,LRRK2 WT: DoD 37,0.0403858,0.0243387,19.441,19.4681,1.18217,1.20193,581.581,432.693,238.2,1701350.0,439.181,7.4624,7.42132,685.117,708.756,610439.0,139625.0,20617.3,4372.6,3932.0,16366.6,5198.06,1.32074,18370000.0,4258360.0,3808530.0,3224210.0,982433.0,758.499,246.19,3942720.0,0.00211077,0.00192631,0.00200944,0.00191449,526.907,678.386,542.103,679.526,230582000.0,235315000.0,229559000.0,235312000.0,1.67156,1.73878,1.69099,1.73929,4.28889e-05,3.96064e-05,4.33276e-05,3.9539e-05,3.41749,3.45685,3.43311,3.45703,-0.259318,-0.240486,-0.249871,-0.240278,0.792988,0.775509,0.78373,0.775248,0.130894,0.114351,0.121472,0.114306,115.349,116.578,115.711,116.577,2.23279,2.23967,2.23685,2.23964,5603.23,5682.41,5614.71,5682.38,21622.4,21843.9,21646.2,21843.2,665.297,697.621,1170.57,1298.01,1267720.0,341.148,431.473,-4.22845,818.465,27.2219,-3.72398,433.715,522.564,201.0,364.157,673.547,-3.82646,37.0198,92.3334,2561240.0,6960.57,234.955,451.966,201.83,3983.35,262.502,1196.07,0.818934,0.800551,0.995404,0.181066,0.173713,2.0,89.0,1088.0,891.0,871.0,1083.0,197.0,189.0,0.075616,0.924384,2287.67
SNCA-Mat63-x40-map2-snca-th-p2-AV,K04,LRRK2 WT: DoD 37,0.274019,0.0243823,25.6456,24.9345,1.53363,1.48832,591.073,329.391,291.019,1211400.0,323.679,5.83906,9.84337,596.597,792.241,556028.0,131512.0,18821.1,4105.86,3677.7,17571.3,5806.67,1.46006,17541300.0,4258780.0,3740440.0,2916840.0,894227.0,326.695,256.371,1897010.0,0.00171002,0.00154153,0.00161577,0.00153711,505.797,657.133,527.201,665.792,201959000.0,205992000.0,200338000.0,205949000.0,1.66011,1.72844,1.68197,1.73119,4.41793e-05,4.06894e-05,4.43358e-05,4.04558e-05,3.4024,3.44227,3.41891,3.44363,-0.261357,-0.242147,-0.25125,-0.241404,0.794535,0.776858,0.784883,0.776178,0.133536,0.116746,0.123797,0.116408,112.488,113.671,112.813,113.672,2.22723,2.23407,2.23105,2.23413,5384.33,5459.0,5392.95,5459.09,20772.9,20976.6,20782.3,20972.6,282.519,280.841,945.771,1081.3,1095200.0,323.229,419.312,-4.07015,767.204,23.1714,-3.66994,410.793,495.261,201.0,351.106,634.106,-3.75309,18.1878,84.0865,2285570.0,6547.09,236.357,360.19,210.22,3340.47,205.158,1128.48,0.802065,0.783993,0.996558,0.142857,0.13253,6.0,123.0,1162.0,932.0,911.0,1158.0,166.0,154.0,0.0957198,0.90428,2283.52
SNCA-Mat63-x40-map2-snca-th-p2-AV,L04,LRRK2 WT: DoD 37,0.0460084,0.0415975,19.0248,25.4741,1.98901,2.6455,551.888,479.96,260.941,1882680.0,486.066,5.65297,7.70109,575.413,673.217,532257.0,123872.0,20035.8,4404.99,3922.58,15890.6,5230.37,1.52403,18533200.0,4456050.0,3982110.0,2923870.0,920545.0,988.76,249.999,5171580.0,0.00263974,0.00245599,0.00253611,0.00247192,514.71,658.724,528.509,658.442,219288000.0,224139000.0,218212000.0,224161000.0,1.67936,1.74578,1.69818,1.7453,4.1129e-05,3.79008e-05,4.15722e-05,3.79453e-05,3.43986,3.4791,3.45528,3.47865,-0.262343,-0.243946,-0.253209,-0.244221,0.797518,0.780812,0.788732,0.781014,0.126527,0.110299,0.117284,0.110395,116.23,117.484,116.609,117.484,2.24948,2.2566,2.2537,2.25659,5631.62,5711.93,5644.6,5711.95,21737.7,21967.6,21768.3,21967.7,909.116,944.132,953.36,1070.88,1083020.0,335.91,462.433,-4.68684,751.684,22.2918,-4.77317,415.451,487.0,201.0,346.781,621.871,-4.92782,23.7971,83.4261,1884440.0,5283.62,227.006,409.14,256.821,3573.77,196.126,1082.83,0.809982,0.791594,0.994746,0.161121,0.154116,8.0,74.0,1142.0,925.0,904.0,1136.0,184.0,176.0,0.0608553,0.939145,2310.98
SNCA-Mat63-x40-map2-snca-th-p2-AV,M04,LRRK2 WT: DoD 37,0.0646943,0.0374261,23.6913,27.0864,2.18074,2.47121,551.799,363.238,275.38,1414480.0,354.513,5.03377,7.51111,515.535,610.833,473261.0,109950.0,19058.2,4216.27,3894.08,15914.7,5362.28,1.44907,17495400.0,4151090.0,3760920.0,2864650.0,895501.0,447.606,267.559,2400190.0,0.0018299,0.00165219,0.00173983,0.00165774,516.101,672.375,536.395,672.205,225477000.0,229988000.0,224251000.0,230009000.0,1.67019,1.74035,1.69137,1.74041,4.31864e-05,3.95304e-05,4.33815e-05,3.9509e-05,3.43358,3.47546,3.4503,3.47524,-0.266171,-0.246447,-0.256221,-0.246567,0.801759,0.784188,0.792496,0.784305,0.131857,0.114722,0.122137,0.114721,116.043,117.331,116.398,117.331,2.25119,2.25812,2.25507,2.2581,5638.52,5721.0,5649.79,5721.04,21764.5,21996.8,21785.3,21997.1,417.461,387.962,953.539,1018.27,1016470.0,349.022,473.617,-5.3105,867.927,21.5808,-4.77439,457.623,548.536,201.0,377.325,711.53,-4.89729,18.2395,99.6559,1990170.0,5647.47,221.649,379.563,244.407,3173.78,174.319,1128.54,0.848429,0.824399,0.985213,0.166359,0.154344,3.0,68.0,1082.0,918.0,892.0,1066.0,180.0,167.0,0.0591304,0.94087,2484.52
