Well,Plate,tags,Nuclei Big,Nuclei MAP2 Tot,Nuclei SNCA MAP2 Tot,Nuclei SNCA Tot,Nuclei Tot,Nuclei dead,avg intensity LAMP2,avg intensity LAMP2 SNCA SNCA,avg intensity LAMP2 SNCA_LMAP2,avg intensity MAP2,avg intensity SNCA,avg intensity SNCA wo nuclei,avg_intensity_LAMP2_MAP2_Q1,avg_intensity_LAMP2_MAP2_Q2,avg_intensity_LAMP2_MAP2_Q3,avg_intensity_LAMP2_MAP2_SNCA_Q1,avg_intensity_LAMP2_MAP2_SNCA_Q2,avg_intensity_LAMP2_MAP2_SNCA_Q3,avg_nuclei_area,avg_segments_per_branch,avg_segments_per_neurite,compos_LAMP2_MAP2,compos_LAMP2_MAP2_SNCA,compos_LAMP2_MAP2_SNCA_per_nuclei,compos_LAMP2_MAP2_per_nuclei,end points per nuclei,ratio_compos_lamp2_snca_over_map2,ratio_nuclei_MAP2,ratio_nuclei_SNCA,ratio_nuclei_SNCA_MAP2,ratio_surface_LAMP2_SNCA_LAMP2,ratio_surface_LAMP2_SNCA_SNCA,skelet_length_map2,skelet_length_map2_per_nuclei,start points per nuclei,sum intensity LAMP2 SNCA LAMP2,sum intensity LAMP2 SNCA SNCA,sum intensity per nuclei SNCA,sum_intensity_LAMP2_per_nuclei,surface LAMP2,surface LAMP2 SNCA,surface MAP2,surface SNCA,surface SNCA wo nuclei,surface SNCA_tubulin wo nuclei,surface_LAMP2_MAP2_Q1,surface_LAMP2_MAP2_Q2,surface_LAMP2_MAP2_Q3,surface_LAMP2_MAP2_SNCA_Q1,surface_LAMP2_MAP2_SNCA_Q2,surface_LAMP2_MAP2_SNCA_Q3,surface_LAMP2_SNCA_per_nuclei,surface_LAMP2_per_nuclei,surface_MAP2_per_nuclei,surface_SNCA_MAP2_per_nuclei,surface_SNCA_per_nuclei,surface_SNCA_wo_nuclei_per_nuclei
F09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,0.0,182.0,130.0,130.0,267.0,34.0,408.665,1054.3,425.624,742.138,515.208,172.742,270.714,289.6,340.667,273.0,295.75,353.714,2685.36,4.40724,89.0165,60520.0,49266.0,378.969,332.527,91.9176,0.814045,0.681648,0.486891,0.486891,0.628706,0.0610858,424121.0,2330.34,20.1978,2680510.0,6639790.0,53117100.0,1993170.0,1302230.0,818720.0,21789900.0,13402800.0,3651480.0,2680040.0,5.0,12.0,26.0,6.0,14.0,29.0,6297.85,7155.11,119725.0,14289.3,103098.0,28088.3
M03,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,173.0,153.0,156.0,206.0,20.0,450.427,479.385,448.985,558.399,363.986,181.052,265.667,275.542,300.556,266.625,277.03,305.222,3318.45,3.7941,40.9017,50729.0,43379.0,283.523,293.231,45.7919,0.855112,0.839806,0.757282,0.742718,0.650643,0.0526859,193832.0,1120.42,10.7803,1881010.0,2008380.0,28943500.0,2196340.0,1004480.0,653559.0,16680100.0,12404800.0,4244080.0,3500090.0,3.0,9.0,22.0,4.0,10.0,25.0,4271.63,5806.25,96416.9,11820.7,79518.1,27205.7
O07,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,2.0,197.0,163.0,163.0,345.0,54.0,452.4,675.193,479.069,596.498,407.848,211.943,266.667,278.5,311.84,267.833,281.091,320.432,2896.55,5.58871,77.8731,55910.0,46131.0,283.012,283.807,92.0305,0.825094,0.571014,0.472464,0.472464,0.61117,0.0628041,403769.0,2049.59,13.934,2282780.0,3217320.0,30944000.0,1666460.0,1270840.0,776701.0,16193300.0,12367000.0,5549440.0,3414410.0,4.0,10.0,26.0,5.0,13.0,30.0,4765.04,6450.98,82199.5,12899.1,75871.4,34045.6
E09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,0.0,233.0,160.0,163.0,351.0,74.0,424.41,715.575,428.437,733.46,434.656,185.383,272.625,294.3,350.571,275.0,301.278,363.458,2539.74,3.74254,60.8283,62029.0,51227.0,320.169,266.219,58.7039,0.825856,0.663818,0.464387,0.45584,0.625945,0.0642837,377433.0,1619.88,16.2532,2374110.0,3965240.0,37467900.0,1744790.0,1443000.0,903238.0,23140500.0,14050800.0,3538210.0,2675620.0,5.0,13.0,28.0,6.0,15.0,31.0,5645.24,6193.12,99315.4,13093.6,86201.3,21706.8
H08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 Mut,0.0,237.0,174.0,177.0,349.0,85.0,402.911,647.021,397.926,700.854,430.465,159.761,270.8,289.5,336.629,273.0,295.545,348.75,2574.52,4.70842,64.865,62061.0,49881.0,286.672,261.861,66.865,0.803741,0.679083,0.507163,0.498567,0.582752,0.0529157,398746.0,1682.47,13.7764,1702450.0,2768160.0,34803700.0,1500190.0,1299460.0,757261.0,21214200.0,14310700.0,4167040.0,2720390.0,5.0,12.0,25.0,6.0,14.0,28.0,4352.07,5482.94,89511.2,10243.8,80851.4,23542.6
C07,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,2.0,200.0,135.0,155.0,372.0,50.0,459.518,643.656,469.957,647.892,441.952,183.162,271.571,291.8,346.277,273.5,297.429,357.72,3038.68,4.94713,87.02,59322.0,49427.0,366.126,296.61,93.57,0.833198,0.537634,0.416667,0.362903,0.645108,0.0567426,469008.0,2345.04,17.59,2585390.0,3540970.0,42848300.0,1632780.0,1321810.0,852707.0,20699600.0,15027600.0,5817690.0,4066220.0,5.0,12.0,27.0,6.0,14.0,30.0,6316.35,6609.02,103498.0,14121.8,96952.4,37533.5
N09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,0.0,238.0,182.0,188.0,443.0,124.0,392.382,635.913,381.642,618.4,368.872,188.825,264.4,273.316,295.895,265.667,275.5,303.125,2395.76,3.94695,40.0168,87508.0,71083.0,390.566,367.681,46.8445,0.812303,0.537246,0.424379,0.410835,0.575357,0.0743122,239426.0,1005.99,10.1387,2129410.0,3548130.0,27696100.0,1614830.0,1823150.0,1048960.0,18049400.0,14115600.0,3188930.0,1923380.0,3.0,9.0,24.0,4.0,12.0,28.0,5763.53,7660.29,75837.7,14711.0,75083.1,16962.4
N07,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,0.0,205.0,147.0,149.0,288.0,55.0,555.879,798.224,626.171,572.137,379.788,218.06,264.909,274.667,298.651,266.0,277.0,306.0,2969.03,3.43588,46.5268,61760.0,49594.0,337.374,301.268,48.7805,0.803012,0.711806,0.517361,0.510417,0.581209,0.0556824,251552.0,1227.08,13.5415,2951460.0,3762440.0,32149000.0,2332310.0,1208370.0,702313.0,16831900.0,12612800.0,4113240.0,2690060.0,3.0,9.0,22.0,4.0,11.0,26.0,4777.64,5894.46,82107.0,14518.3,84649.9,27605.6
G08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 Mut,0.0,318.0,207.0,213.0,512.0,119.0,427.611,1018.07,429.264,724.579,474.938,160.564,270.667,288.75,333.857,273.316,295.0,346.3,2773.26,3.7043,39.0,62817.0,49463.0,238.952,197.538,36.7799,0.787414,0.621094,0.416016,0.404297,0.582886,0.0512591,325950.0,1025.0,10.5283,1590830.0,3772910.0,34337300.0,1131030.0,1354240.0,789368.0,24486300.0,15399600.0,3155190.0,2229680.0,5.0,11.0,24.0,6.0,14.0,28.0,3813.37,4258.62,77001.1,11567.4,72298.5,14813.1
D08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,0.0,252.0,173.0,179.0,380.0,78.0,447.453,585.879,483.899,707.565,405.496,164.331,269.571,285.467,328.286,271.833,290.964,340.533,2455.69,4.10029,55.6468,75030.0,58780.0,339.769,297.738,56.2897,0.78342,0.663158,0.471053,0.455263,0.598801,0.066066,367731.0,1459.25,13.5714,2481920.0,3004980.0,31480500.0,1805380.0,1533220.0,918092.0,24371900.0,13896600.0,3117730.0,2374730.0,4.0,11.0,25.0,6.0,14.0,29.0,5306.89,6084.2,96713.9,13224.8,77634.6,17417.5
L04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,10.0,127.0,126.0,238.0,256.0,35.0,489.614,746.701,496.619,524.131,273.913,178.122,264.813,274.0,295.875,265.0,274.0,296.182,3272.32,3.67782,67.5039,65366.0,64607.0,512.754,514.693,69.5984,0.988388,0.496094,0.929688,0.492188,0.931491,0.0181918,231414.0,1822.16,18.3543,2471360.0,3715860.0,74928700.0,2431790.0,1271490.0,1184380.0,15423300.0,65104900.0,32319900.0,5596460.0,3.0,9.0,21.0,3.0,9.0,22.0,9399.82,10011.7,121443.0,15755.4,273550.0,135798.0
G06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,212.0,155.0,157.0,283.0,39.0,569.212,768.099,609.919,727.541,460.05,190.907,271.833,291.167,342.234,273.571,295.76,352.063,2726.83,4.33192,77.2594,62960.0,53915.0,347.839,296.981,76.4198,0.856337,0.749117,0.55477,0.547703,0.708603,0.0562111,441411.0,2082.13,17.8349,3847610.0,4845470.0,51630000.0,2811280.0,1397710.0,990418.0,23755100.0,17619600.0,6253060.0,4419200.0,5.0,12.0,26.0,6.0,14.0,29.0,6389.79,6592.95,112052.0,12223.5,112227.0,39828.4
F08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,0.0,239.0,166.0,167.0,380.0,103.0,532.291,714.9,568.769,742.05,421.206,183.381,272.25,292.25,341.843,274.4,298.444,354.226,2704.18,4.24663,69.8828,48715.0,38869.0,234.151,203.828,72.2385,0.797886,0.628947,0.439474,0.436842,0.555057,0.0554772,483496.0,2023.0,16.4561,2206110.0,2772920.0,29449100.0,1634690.0,1167000.0,647752.0,21122300.0,11676000.0,4171700.0,3289940.0,5.0,12.0,26.0,6.0,14.0,30.0,3902.12,4882.85,88377.7,11626.1,69916.2,24980.2
I04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,159.0,124.0,128.0,226.0,52.0,479.995,662.73,507.338,654.143,432.63,168.188,271.5,293.222,355.462,274.0,300.29,371.5,2663.44,4.32485,67.3208,46715.0,37903.0,305.669,293.805,76.8302,0.811367,0.70354,0.566372,0.548673,0.615962,0.0690109,298276.0,1875.95,15.566,2920070.0,3814450.0,36082300.0,2540270.0,1196060.0,736725.0,17015800.0,10675500.0,3960190.0,3209200.0,5.0,12.0,29.0,6.0,15.0,34.0,5941.33,7522.36,107018.0,12830.5,83402.3,30939.0
N08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,3.0,213.0,149.0,171.0,339.0,85.0,415.595,383.287,447.7,579.805,324.291,239.24,264.0,272.091,289.286,265.5,274.5,295.25,2633.79,4.52506,45.3568,90472.0,69812.0,468.537,424.751,54.4131,0.771642,0.628319,0.504425,0.439528,0.616203,0.0891508,240615.0,1129.65,10.0235,3568050.0,3054690.0,28990300.0,2711360.0,2211650.0,1362820.0,17029700.0,15286700.0,3930570.0,1733530.0,3.0,9.0,25.0,4.0,13.0,31.0,9146.46,10383.3,79951.8,23488.7,89396.0,22985.8
D09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,4.0,203.0,150.0,152.0,384.0,120.0,440.613,717.92,438.348,715.319,473.627,193.59,270.25,288.0,336.255,272.167,293.5,347.5,2551.63,4.28152,81.1379,67734.0,55986.0,373.24,333.665,79.1379,0.826557,0.528646,0.395833,0.390625,0.60661,0.0694666,456169.0,2247.14,18.9507,2849360.0,4666630.0,44318900.0,1868910.0,1628780.0,988033.0,21412100.0,14223100.0,4715190.0,3463330.0,5.0,12.0,27.0,6.0,14.0,30.0,6586.89,8023.54,105478.0,14603.2,93573.3,31021.0
B09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,1.0,218.0,179.0,179.0,299.0,54.0,428.69,956.611,434.248,758.072,485.187,166.48,271.5,291.0,347.31,272.867,294.583,356.333,2743.44,5.0556,88.0092,51761.0,45547.0,254.453,237.436,87.4404,0.879948,0.729097,0.598662,0.598662,0.719566,0.0599234,569098.0,2610.54,17.4083,2105540.0,4638320.0,39258900.0,1729340.0,1206170.0,867917.0,20681900.0,14483800.0,6250290.0,4902930.0,5.0,12.0,27.0,5.0,14.0,30.0,4848.7,5532.88,94871.0,11456.0,80914.9,34917.8
H07,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 Mut,0.0,157.0,129.0,131.0,217.0,69.0,623.143,689.676,696.822,672.807,449.162,220.685,271.0,290.5,340.333,272.889,295.1,349.348,2773.85,4.82557,87.7516,57256.0,48874.0,378.868,364.688,95.465,0.853605,0.723502,0.603687,0.59447,0.644909,0.0615738,358699.0,2284.71,18.1847,4447090.0,4401480.0,46554400.0,3722680.0,1296370.0,836037.0,17649500.0,13577800.0,4953980.0,3324620.0,5.0,12.0,26.0,6.0,14.0,29.0,6480.91,8257.1,112417.0,12406.6,103647.0,37816.6
O08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,0.0,203.0,114.0,115.0,377.0,108.0,451.535,629.653,503.157,615.886,384.159,204.16,265.2,274.667,297.182,267.0,278.0,307.489,2626.0,4.92834,67.4187,66228.0,46906.0,411.456,326.246,81.7833,0.70825,0.538462,0.30504,0.302387,0.4642,0.080557,346458.0,1706.69,13.6798,2928260.0,3664440.0,27753200.0,1726830.0,1441780.0,669274.0,16152000.0,8308080.0,2776430.0,1773440.0,3.0,9.0,24.0,5.0,13.0,30.0,5870.82,7102.35,79566.6,21106.9,72244.2,24142.8
B05,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;PEP005,0.0,159.0,137.0,151.0,199.0,31.0,421.564,518.223,432.053,498.647,409.718,161.231,271.189,289.667,341.125,272.571,293.429,350.094,3303.83,4.0218,68.4465,50047.0,43936.0,320.701,314.761,71.7233,0.877895,0.798995,0.758794,0.688442,0.715427,0.0496172,297410.0,1870.5,17.0189,2237000.0,2683150.0,42754400.0,2315000.0,1092800.0,781817.0,17574300.0,15757000.0,5810630.0,4139430.0,5.0,12.0,26.0,5.0,13.0,29.0,5706.69,6872.94,110530.0,11509.0,104351.0,38481.0
O06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,107.0,72.0,76.0,184.0,52.0,520.212,776.505,600.569,546.964,409.106,202.801,266.0,276.5,304.588,267.5,279.371,313.797,2759.18,4.0619,71.7477,50846.0,39698.0,551.361,475.196,84.4112,0.78075,0.581522,0.413043,0.391304,0.563694,0.0759631,208006.0,1943.98,17.6636,4979120.0,6437750.0,44650100.0,3160260.0,1117790.0,630091.0,12030900.0,8294690.0,2709230.0,1774350.0,4.0,10.0,25.0,5.0,13.0,30.0,8751.26,10446.6,112438.0,19772.8,109141.0,35647.8
M09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,0.0,261.0,200.0,215.0,443.0,85.0,556.446,699.864,666.791,646.792,416.447,258.787,264.525,273.571,296.6,266.364,276.795,306.488,2448.06,3.85805,39.364,102016.0,78729.0,393.645,390.866,43.295,0.771732,0.589165,0.485327,0.451467,0.567075,0.0810555,257850.0,987.931,10.2031,3765230.0,3951980.0,29012100.0,2689170.0,2140920.0,1214060.0,20321200.0,14978100.0,3039380.0,1886870.0,3.0,9.0,25.0,4.0,13.0,29.0,6070.3,8202.74,77859.1,15935.2,69665.7,14136.6
E08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,1.0,191.0,146.0,166.0,333.0,102.0,470.727,898.608,475.098,724.477,450.811,193.213,271.0,290.0,339.636,273.6,297.167,353.313,2864.52,4.34994,71.3298,53028.0,42206.0,289.082,277.634,74.1099,0.795919,0.573574,0.498498,0.438438,0.585098,0.0604664,392959.0,2057.38,16.3979,2039240.0,3857050.0,32001100.0,1721430.0,1217770.0,712514.0,20152300.0,11783600.0,3571400.0,2805800.0,5.0,12.0,26.0,6.0,15.0,30.0,4880.23,6375.75,105510.0,12119.4,70985.8,21514.5
J08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 Mut,0.0,190.0,155.0,159.0,282.0,59.0,490.747,628.182,520.648,730.221,416.847,190.895,269.6,286.333,333.235,271.333,291.083,344.0,2736.08,4.57169,78.3684,60229.0,50077.0,323.077,316.995,82.4632,0.831443,0.673759,0.56383,0.549645,0.624312,0.0645399,388828.0,2046.46,17.1421,2849320.0,3437820.0,35346500.0,2425500.0,1393780.0,870151.0,19456100.0,13482400.0,4075250.0,2830210.0,5.0,12.0,27.0,6.0,14.0,30.0,5613.88,7335.66,102401.0,12775.1,84794.8,25630.5
K04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,173.0,129.0,137.0,239.0,60.0,509.016,875.379,564.776,546.901,435.184,179.444,266.714,278.571,314.632,268.85,283.182,328.263,3102.03,3.34917,45.2428,60317.0,45847.0,355.403,348.653,48.3237,0.760101,0.723849,0.573222,0.539749,0.530414,0.058415,219717.0,1270.04,13.5087,3017950.0,4677690.0,39809300.0,2939510.0,1380200.0,732075.0,18678400.0,12532300.0,4021730.0,3285480.0,4.0,10.0,24.0,5.0,13.0,29.0,5675.0,7978.01,107967.0,16023.5,91476.8,29355.7
H04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,155.0,143.0,145.0,207.0,77.0,490.081,841.909,517.997,677.738,510.012,186.612,272.2,294.889,357.235,274.667,301.75,372.545,3007.1,4.09668,56.5871,48208.0,39677.0,277.462,311.019,62.7613,0.823038,0.748792,0.700483,0.690821,0.619317,0.0756219,238533.0,1538.92,13.8129,2878030.0,4677710.0,37471400.0,3079790.0,1300840.0,805631.0,15562600.0,10653400.0,2843780.0,2194440.0,5.0,13.0,30.0,6.0,16.0,34.0,5633.78,8392.5,100404.0,11938.6,73471.8,19612.3
J06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,173.0,124.0,128.0,239.0,36.0,495.031,738.796,521.477,634.402,452.572,247.955,270.0,286.1,331.067,271.667,290.5,342.333,2773.18,4.1792,72.9306,57578.0,47764.0,385.194,332.821,74.2197,0.829553,0.723849,0.535565,0.518828,0.635025,0.0572416,335550.0,1939.6,17.4509,3415280.0,4838560.0,51780600.0,2734290.0,1320110.0,838303.0,20226700.0,14645000.0,4603560.0,3103330.0,5.0,12.0,26.0,5.0,14.0,30.0,6760.51,7630.7,116917.0,13291.8,114414.0,35965.3
J04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,1.0,153.0,122.0,123.0,201.0,48.0,579.822,949.207,650.86,703.785,561.398,207.747,273.4,296.8,358.667,275.8,303.529,373.308,3005.4,4.42157,67.2484,43624.0,35939.0,294.582,285.124,77.1569,0.823836,0.761194,0.61194,0.606965,0.62091,0.0700617,290104.0,1896.1,15.2092,3813410.0,5561440.0,46948000.0,3348120.0,1160650.0,720662.0,15515800.0,10286100.0,3561580.0,2733240.0,5.0,13.0,30.0,6.0,15.0,34.0,5907.07,7585.97,101410.0,13011.2,83626.9,28956.0
C09,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;PEP005,0.0,290.0,224.0,229.0,452.0,142.0,549.396,962.931,612.922,781.898,514.055,166.079,272.1,293.667,349.579,274.667,300.5,362.754,2730.81,3.71816,51.0414,71099.0,59192.0,264.25,245.169,45.6793,0.832529,0.641593,0.506637,0.495575,0.624269,0.0693652,409632.0,1412.52,13.7276,2960350.0,4650860.0,35793700.0,2153520.0,1771750.0,1106050.0,24799800.0,15945300.0,4102730.0,3209490.0,5.0,13.0,29.0,6.0,15.0,32.0,4937.71,6109.48,85516.5,12031.5,69630.0,17915.8
C03,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;PEP005,0.0,201.0,157.0,160.0,258.0,47.0,465.894,1991.42,474.434,557.53,553.926,157.08,270.0,287.0,338.182,271.4,290.625,350.8,3143.07,3.55939,50.8408,42515.0,35014.0,223.019,211.517,54.3035,0.823568,0.77907,0.620155,0.608527,0.603485,0.0442227,299765.0,1491.37,14.2836,1844160.0,7740830.0,48688900.0,1860990.0,1030570.0,621933.0,17813500.0,14063600.0,5163890.0,3799790.0,4.0,11.0,26.0,5.0,13.0,30.0,3961.36,5127.21,88624.4,9767.05,87897.8,32274.3
I08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 Mut,1.0,185.0,120.0,124.0,321.0,64.0,503.55,877.206,534.305,725.801,450.088,172.574,272.667,295.2,347.947,275.857,303.25,362.346,2745.49,5.29918,76.5946,53189.0,42237.0,351.975,287.508,82.8108,0.794093,0.576324,0.386293,0.373832,0.582523,0.0583603,367522.0,1986.61,14.4541,2986130.0,4902540.0,43102200.0,1866230.0,1189670.0,693012.0,19775600.0,11874700.0,3450830.0,2535620.0,5.0,12.0,26.0,6.0,15.0,30.0,5775.1,6430.67,106895.0,13336.8,95763.9,27829.3
B03,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;PEP005,0.0,119.0,99.0,102.0,166.0,18.0,596.415,656.444,681.846,510.931,422.883,153.418,268.4,282.4,327.545,269.5,285.2,337.476,2675.61,3.91868,73.6975,37851.0,32416.0,327.434,318.076,81.2101,0.856411,0.716867,0.614458,0.596386,0.674934,0.0488806,254861.0,2141.69,18.8067,3981850.0,3833500.0,50522100.0,3170860.0,882545.0,595660.0,14551800.0,12186000.0,5013300.0,3719520.0,4.0,11.0,26.0,5.0,12.0,30.0,6016.77,7416.34,122284.0,11544.2,119471.0,49150.0
K06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,153.0,103.0,104.0,204.0,33.0,454.817,734.842,490.967,581.697,424.131,203.635,267.0,278.529,311.655,269.154,283.4,325.591,2741.41,4.19241,64.9412,72181.0,53851.0,522.825,471.771,69.6275,0.746055,0.75,0.509804,0.504902,0.550306,0.0716932,269377.0,1760.63,15.4902,4004550.0,5993710.0,48253000.0,3436660.0,1541450.0,848272.0,19384100.0,11832000.0,3669980.0,2755890.0,4.0,10.0,25.0,5.0,13.0,30.0,8235.65,10074.9,126694.0,19735.4,113769.0,35288.3
O04,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,131.0,114.0,115.0,168.0,36.0,481.866,1084.09,512.944,520.116,394.596,192.257,265.5,275.1,297.929,266.4,276.5,302.05,3543.48,4.07937,68.6641,48877.0,40841.0,358.254,373.107,72.1221,0.835587,0.779762,0.684524,0.678571,0.586015,0.0427276,227643.0,1737.73,16.8321,2585300.0,5463930.0,46546300.0,2836910.0,989075.0,579613.0,16999200.0,13565300.0,6405360.0,4762950.0,3.0,8.0,21.0,4.0,10.0,24.0,5084.32,7550.19,129765.0,14007.1,117959.0,55698.8
O05,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,0.0,143.0,113.0,118.0,196.0,41.0,403.283,452.187,406.079,544.214,334.721,181.753,265.75,276.667,306.857,267.0,279.25,315.625,2938.8,4.17418,72.5664,48428.0,38284.0,338.796,338.657,76.4965,0.790534,0.729592,0.602041,0.576531,0.568115,0.0543754,286915.0,2006.4,17.3846,1973830.0,2197950.0,29921400.0,2077310.0,1009590.0,573565.0,15331200.0,10548200.0,4085870.0,2997540.0,3.0,9.0,23.0,4.0,12.0,27.0,5075.8,7060.1,107211.0,13788.8,89391.9,34626.0
N03,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;Prostratine,1.0,172.0,145.0,176.0,253.0,53.0,468.096,999.119,487.749,574.342,416.951,176.916,264.778,273.7,295.51,265.667,275.121,300.286,3665.29,3.83184,37.2267,51011.0,42905.0,295.897,296.576,42.7965,0.841093,0.679842,0.695652,0.573123,0.600676,0.0566259,184844.0,1074.67,9.71512,1807610.0,3702760.0,27288400.0,2009070.0,1085880.0,652260.0,15089300.0,11518800.0,3322310.0,2575650.0,3.0,8.0,22.0,4.0,10.0,25.0,4498.34,6313.24,87728.6,12749.8,65447.5,18876.8
C05,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 WT;PEP005,0.0,148.0,116.0,120.0,206.0,16.0,461.703,786.583,484.195,583.246,436.837,167.67,272.571,295.182,358.56,274.5,300.938,371.506,2890.78,4.81405,98.1351,49784.0,42416.0,365.655,336.378,108.946,0.852001,0.718447,0.582524,0.563107,0.693403,0.0580757,401529.0,2713.03,20.3851,3313730.0,5383210.0,51478000.0,2654530.0,1184390.0,821256.0,17797800.0,14141100.0,5613750.0,3771900.0,5.0,13.0,29.0,6.0,15.0,33.0,7079.79,8002.6,120256.0,12600.8,117843.0,46781.3
H06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,159.0,123.0,123.0,220.0,51.0,646.28,1140.59,724.803,661.964,491.03,213.799,272.6,293.538,346.16,274.5,298.6,356.238,2924.56,4.64815,86.327,54935.0,46753.0,380.106,345.503,86.0252,0.85106,0.722727,0.559091,0.559091,0.65179,0.0573233,378052.0,2377.69,18.5723,4818220.0,7582220.0,56943400.0,3685210.0,1254480.0,817658.0,18314100.0,14264000.0,5951190.0,4142990.0,5.0,12.0,26.0,6.0,14.0,29.0,6647.63,7889.82,115183.0,12703.0,115967.0,48383.7
I06,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,DMSO;LRRK2 WT,0.0,190.0,161.0,162.0,241.0,34.0,426.298,707.861,437.691,650.877,434.15,164.536,273.0,294.556,350.767,275.0,299.857,361.52,3102.62,3.40125,54.5632,57943.0,49872.0,309.764,304.963,54.6,0.860708,0.788382,0.672199,0.66805,0.725529,0.0611081,272789.0,1435.73,16.0421,2646940.0,4280780.0,42965200.0,2388540.0,1350320.0,979694.0,20543900.0,16032100.0,4302270.0,3056660.0,5.0,13.0,28.0,6.0,15.0,31.0,6085.06,7106.93,108126.0,11422.2,98963.9,26557.2
K08,SNCA-Mat65-x60-map2-snca-lamp-p2-MP-AV,LRRK2 Mut;Prostratine,1.0,211.0,132.0,134.0,375.0,106.0,497.124,624.256,540.255,644.076,400.473,196.894,269.4,286.375,333.071,272.0,293.917,350.053,2595.48,3.50535,60.5545,56383.0,42096.0,318.909,267.218,64.4929,0.746608,0.562667,0.357333,0.352,0.507569,0.0591908,343681.0,1628.82,17.2749,2743940.0,3170580.0,34363400.0,1777540.0,1340870.0,680583.0,20281700.0,11498100.0,3345440.0,2376790.0,4.0,12.0,27.0,6.0,15.0,32.0,5155.93,6354.82,96121.6,14411.9,85806.9,24965.9
