Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
I12,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.226856,0.0866729,32.7159,32.4705,7.18987,7.07438,531.958,301.094,462.064,2874720.0,313.121,3.85427,9.94481,492.799,781.615,294201.0,481475.0,14952.8,7384.67,9547.58,19269.5,7843.87,0.578325,8926830.0,6864710.0,4408650.0,11870000.0,4831820.0,311.304,531.395,2441830.0,0.00217522,0.00195422,0.00206962,0.00195654,452.837,636.496,472.228,635.353,213030000.0,217198000.0,211553000.0,217206000.0,1.62225,1.70236,1.64125,1.70302,4.85111e-05,4.3681e-05,4.88123e-05,4.36134e-05,3.38692,3.43411,3.4025,3.43468,-0.291003,-0.268406,-0.281559,-0.268129,0.821726,0.803563,0.813958,0.803296,0.151851,0.132342,0.142226,0.132307,111.435,112.666,111.721,112.667,2.25222,2.25782,2.25456,2.25773,5677.62,5757.22,5684.49,5757.27,21973.8,22181.6,21978.2,22182.3,221.816,234.789,5680.79,4145.59,2474920.0,4084490.0,320.604,497.576,-5.45633,964.262,11.8796,-4.4914,466.343,580.437,171.0,380.373,773.721,-5.0037,9.07884,120.763,2538990.0,7957.64,296.112,231.421,395.213,4590.19,1577.71,4900.18,0.83032,0.83032,1.0,0.856745,0.856745,0.0,394.0,719.0,597.0,597.0,719.0,616.0,616.0,0.353998,0.646002,2327.49
H08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.282309,0.0924044,29.787,30.415,6.87152,6.94045,631.655,325.805,445.596,2360000.0,323.412,4.82625,11.6829,617.771,924.398,334214.0,513041.0,15706.5,6287.9,7243.62,19530.1,6583.76,0.493858,8497210.0,5353030.0,3401750.0,10839200.0,3653990.0,324.912,584.487,2139140.0,0.00212495,0.00192047,0.00204464,0.00192794,394.519,556.128,409.422,550.76,155682000.0,158464000.0,154669000.0,158501000.0,1.58637,1.66653,1.60525,1.66418,5.19032e-05,4.69273e-05,5.23823e-05,4.70935e-05,3.31805,3.36491,3.33337,3.36381,-0.295194,-0.272478,-0.285725,-0.273031,0.821451,0.803696,0.813653,0.80412,0.161237,0.141632,0.151932,0.141999,103.698,104.8,104.034,104.8,2.217,2.22371,2.21979,2.22366,5087.74,5156.15,5100.82,5156.19,19687.6,19862.8,19719.4,19865.7,221.53,228.539,3359.39,3119.57,1687690.0,2482590.0,326.145,501.291,-5.97942,956.301,11.2093,-4.69236,465.662,577.886,171.0,378.181,769.187,-5.16287,7.00476,118.961,2189640.0,6440.74,318.869,251.436,355.354,4842.28,959.124,4603.94,0.73207,0.73207,1.0,0.751015,0.751015,2.0,531.0,739.0,541.0,541.0,739.0,555.0,555.0,0.41811,0.58189,1998.45
C07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.229718,0.0867436,42.3387,42.2246,9.21508,9.19687,518.874,370.827,584.401,2376220.0,355.18,5.00898,15.1425,468.894,830.211,469832.0,926516.0,11894.4,5239.82,6407.88,17671.2,5670.64,0.410706,11918200.0,8099560.0,5250300.0,19721000.0,6328440.0,358.638,801.209,2033710.0,0.00185799,0.00166194,0.00176304,0.00166546,401.524,586.254,422.263,582.751,179892000.0,182780000.0,178922000.0,182795000.0,1.6002,1.68557,1.61882,1.68419,5.01998e-05,4.49722e-05,5.06874e-05,4.51281e-05,3.34729,3.39635,3.36264,3.39559,-0.304766,-0.28158,-0.295617,-0.281984,0.832862,0.81571,0.825846,0.816041,0.158522,0.138029,0.148942,0.138284,108.06,109.222,108.415,109.223,2.24509,2.25149,2.24758,2.25146,5575.73,5649.54,5590.36,5649.58,21613.3,21796.0,21646.0,21798.0,216.969,225.413,1946.15,1778.76,1782320.0,2459940.0,348.505,473.66,-4.49176,921.906,12.3055,-3.69824,464.513,557.934,171.0,369.222,741.001,-4.1451,9.50196,122.233,2219220.0,6085.86,304.29,297.717,484.091,3692.82,946.305,4374.77,0.792722,0.792722,1.0,0.882911,0.882911,3.0,1098.0,1264.0,1002.0,1002.0,1264.0,1116.0,1116.0,0.46486,0.53514,2235.3
N09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.214375,0.0132435,16.5293,16.1942,0.544947,0.524844,320.238,371.823,274.759,3046700.0,552.139,1.87285,4.08357,116.347,248.345,33857.0,89156.0,6473.62,3307.37,8193.94,14635.2,4675.43,0.640977,1883820.0,3367710.0,962445.0,5254030.0,1678480.0,493.077,374.389,2305350.0,0.00384554,0.00366223,0.00374597,0.00366947,431.527,592.021,454.389,577.567,153092000.0,155750000.0,151865000.0,155860000.0,1.63187,1.70332,1.65321,1.69907,4.58993e-05,4.22709e-05,4.60206e-05,4.25277e-05,3.32439,3.36329,3.3402,3.36169,-0.277241,-0.258756,-0.266851,-0.259595,0.80614,0.790699,0.796973,0.791401,0.141456,0.124919,0.131725,0.125375,112.434,113.632,112.738,113.63,2.18562,2.19609,2.19052,2.19579,5719.17,5797.83,5727.7,5797.64,22163.4,22378.1,22171.7,22384.6,332.281,1634.65,3952.18,514.811,149810.0,1624350.0,310.513,373.42,-1.81633,883.603,13.2836,-2.22004,452.383,544.792,171.0,359.198,718.68,-2.65834,12.1884,117.632,1517750.0,5523.99,240.09,222.719,260.68,1723.9,834.034,2416.73,0.708029,0.708029,1.0,0.873479,0.873479,0.0,361.0,411.0,291.0,291.0,411.0,359.0,359.0,0.467617,0.532383,2239.48
C14,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.133895,0.0591808,42.389,41.5836,6.30728,6.1391,505.873,363.8,431.052,2707940.0,361.61,3.88735,10.0148,491.146,781.86,283391.0,476153.0,13588.8,6240.9,7443.5,18589.2,6798.88,0.463542,7840740.0,5247670.0,3601000.0,11320800.0,4140520.0,353.293,564.455,2401990.0,0.00156606,0.00138307,0.00146517,0.00138946,440.156,637.337,469.132,620.452,227227000.0,231901000.0,225801000.0,232041000.0,1.63591,1.72196,1.65858,1.7165,4.60112e-05,4.10192e-05,4.61799e-05,4.14244e-05,3.42083,3.46959,3.43804,3.46727,-0.304552,-0.282308,-0.294654,-0.283465,0.836791,0.820579,0.829218,0.821454,0.146723,0.126918,0.136522,0.127584,118.457,119.805,118.786,119.804,2.28919,2.29596,2.29185,2.29577,6344.17,6435.36,6355.58,6435.23,24611.0,24856.5,24627.3,24864.4,254.334,270.574,3243.31,2922.17,1686090.0,2286530.0,343.799,523.291,-6.03661,860.78,12.2681,-4.87166,457.549,526.662,171.0,353.469,695.125,-5.46034,24.7831,115.17,2386740.0,6717.19,291.7,250.943,367.034,4198.7,1303.74,4626.8,0.81844,0.81844,1.0,0.86383,0.86383,0.0,474.0,705.0,577.0,577.0,705.0,609.0,609.0,0.402036,0.597964,2351.22
N07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.13619,0.0310496,40.173,38.5606,3.1322,2.99359,442.937,343.326,571.589,2433850.0,353.31,3.93964,9.71131,420.662,661.135,257866.0,444283.0,11246.0,4581.95,7089.03,16141.8,4978.97,0.508446,6893780.0,5515270.0,2808730.0,10847300.0,3345870.0,355.074,680.389,1767900.0,0.00275559,0.00253772,0.00264081,0.00254414,416.46,596.155,433.364,596.451,144277000.0,146808000.0,143315000.0,146811000.0,1.60985,1.68855,1.62911,1.68878,4.90258e-05,4.45987e-05,4.92648e-05,4.45174e-05,3.31319,3.35722,3.3288,3.35736,-0.291585,-0.270929,-0.281897,-0.270878,0.819253,0.803057,0.811305,0.803034,0.153044,0.134712,0.143483,0.134869,107.567,108.788,107.917,108.789,2.20061,2.20999,2.2051,2.20984,5472.21,5550.99,5486.53,5551.01,21202.8,21409.4,21238.1,21409.4,226.669,273.403,2795.61,1264.46,775112.0,2174990.0,337.416,422.328,-2.61892,944.793,11.9159,-2.78905,479.977,573.301,171.0,375.225,761.935,-3.11303,7.59575,130.477,1927090.0,5761.94,287.242,266.352,570.626,3021.77,836.202,3436.7,0.787918,0.787918,1.0,0.863753,0.863753,2.0,649.0,778.0,613.0,613.0,778.0,672.0,672.0,0.4548,0.5452,2305.37
G08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.086821,0.0401003,30.8054,33.2018,3.17338,3.37491,630.819,426.404,446.232,4026890.0,407.502,4.30827,10.8152,605.489,882.915,322120.0,477657.0,16166.0,7435.05,9443.83,19013.5,7696.12,0.556366,8600310.0,5722960.0,3955450.0,10286300.0,4155900.0,455.37,561.437,3504580.0,0.00189148,0.00168713,0.00179882,0.0016879,427.333,622.511,448.396,619.098,204445000.0,208519000.0,202983000.0,208570000.0,1.61121,1.69863,1.63084,1.69756,4.92989e-05,4.37964e-05,4.97072e-05,4.39307e-05,3.38172,3.433,3.39733,3.43267,-0.304399,-0.280405,-0.295175,-0.280551,0.833952,0.816072,0.826976,0.81621,0.157231,0.136203,0.147454,0.13642,109.93,111.162,110.209,111.164,2.26625,2.27174,2.2681,2.27173,5614.65,5693.28,5622.46,5693.42,21742.4,21939.8,21749.0,21942.0,407.928,376.977,5280.87,4106.67,2184750.0,3200210.0,348.571,546.832,-6.43857,1048.09,10.8302,-5.19952,502.92,622.756,171.004,401.838,835.85,-5.85917,8.95189,135.685,3923010.0,8026.24,323.759,540.468,315.001,4689.73,1349.55,4462.8,0.877888,0.877888,1.0,0.892739,0.891089,1.0,407.0,606.0,532.0,532.0,606.0,541.0,540.0,0.401777,0.598223,2382.8
O11,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.0940275,0.0319874,26.6894,30.1242,2.1138,2.43489,466.614,344.842,361.283,2413860.0,354.405,4.21277,9.11899,584.324,786.288,247169.0,343608.0,15266.2,6234.92,6999.91,21067.6,6486.66,0.413613,6457610.0,3807950.0,2637370.0,9206550.0,2834670.0,342.793,482.294,2223580.0,0.00117251,0.00102573,0.00107908,0.00102571,484.131,644.834,499.711,639.924,230051000.0,235144000.0,228806000.0,235197000.0,1.67089,1.74308,1.6894,1.74187,4.21565e-05,3.84474e-05,4.26103e-05,3.8545e-05,3.45599,3.49766,3.47165,3.49734,-0.283139,-0.264215,-0.274233,-0.264385,0.820511,0.805381,0.81296,0.805457,0.130236,0.113397,0.121044,0.113375,118.251,119.548,118.634,119.55,2.28418,2.29123,2.28772,2.29125,6046.54,6133.07,6061.82,6133.3,23400.2,23645.5,23438.3,23649.0,289.692,315.248,3206.1,3044.38,1287770.0,1744120.0,300.666,441.99,-5.21249,751.876,12.1083,-3.91405,400.458,471.298,171.0,324.834,613.55,-4.3181,8.66572,93.2454,2017320.0,6634.58,291.165,247.262,334.559,4545.9,1184.95,4643.08,0.777574,0.777574,1.0,0.803309,0.803309,0.0,272.0,544.0,423.0,423.0,544.0,437.0,437.0,0.333333,0.666667,2173.98
D08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.342312,0.144906,32.7475,45.5205,12.0103,16.3344,578.779,301.213,431.988,3473760.0,324.246,4.68559,9.97854,571.976,801.618,261965.0,373554.0,16874.0,8301.91,11532.6,19553.6,8463.53,0.683451,7728290.0,6227580.0,3802270.0,9111970.0,3935540.0,325.077,548.104,2751300.0,0.00187612,0.00166517,0.00177399,0.00166848,429.054,615.328,446.928,610.946,209030000.0,212650000.0,207487000.0,212617000.0,1.61162,1.69715,1.63207,1.69685,4.9025e-05,4.38564e-05,4.93693e-05,4.38285e-05,3.38635,3.4369,3.40273,3.43654,-0.298307,-0.274435,-0.288788,-0.274608,0.828257,0.809832,0.820777,0.809882,0.155027,0.134176,0.145345,0.13418,109.728,110.945,110.044,110.945,2.26255,2.26718,2.26444,2.26705,5521.96,5599.27,5532.65,5599.26,21370.6,21567.6,21390.4,21569.8,226.62,240.433,7585.73,4922.66,2254580.0,4096290.0,334.904,540.046,-6.58499,1010.29,10.4913,-5.12041,488.714,603.274,171.002,392.434,807.672,-5.63897,5.95488,128.554,3395850.0,11019.9,308.321,239.432,344.38,4245.93,1261.11,4065.01,0.848148,0.848148,1.0,0.862963,0.861111,3.0,295.0,540.0,458.0,458.0,540.0,466.0,465.0,0.353293,0.646707,2323.6
L04,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.107636,0.0386912,38.502,32.0786,3.73555,3.16259,494.256,360.911,451.837,2584840.0,362.854,5.73121,10.6233,588.926,717.611,407537.0,480082.0,13363.2,5335.32,7161.99,15082.3,5546.07,0.662958,9247340.0,6689300.0,3692040.0,10090100.0,3704770.0,383.024,544.942,2124280.0,0.00162944,0.00145028,0.00153322,0.001451,422.522,610.396,446.681,608.203,191928000.0,194937000.0,190478000.0,194962000.0,1.61493,1.69906,1.63548,1.69806,4.86462e-05,4.36586e-05,4.89316e-05,4.369e-05,3.36756,3.41578,3.38356,3.41528,-0.293776,-0.270655,-0.284085,-0.270881,0.824507,0.8064,0.81667,0.806536,0.150852,0.131018,0.141125,0.131191,108.813,109.921,109.136,109.921,2.24461,2.25083,2.24758,2.25077,5454.68,5522.79,5466.92,5522.78,21113.3,21270.3,21133.2,21271.3,308.184,308.994,3019.09,1969.39,1362820.0,2819830.0,339.775,451.776,-3.93493,889.886,12.5051,-3.25397,443.665,542.05,171.0,361.05,717.519,-3.69666,8.30882,113.623,2688840.0,6426.93,311.62,380.881,382.369,4121.26,956.896,3836.82,0.740107,0.740107,0.99893,0.715508,0.714439,2.0,661.0,935.0,692.0,692.0,934.0,669.0,668.0,0.41416,0.58584,2206.64
G06,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut,0.0990476,0.020992,31.7907,29.6888,1.64834,1.57892,704.676,356.948,538.998,4830060.0,463.46,4.814,8.31707,532.103,653.546,288932.0,348340.0,15878.4,8048.64,13531.6,16442.6,7940.01,0.910965,8621980.0,7983620.0,4370410.0,8763920.0,4232020.0,460.745,656.405,3658320.0,0.00161192,0.00140948,0.00151546,0.00141234,448.597,642.289,465.096,653.408,237154000.0,241172000.0,235682000.0,241037000.0,1.63347,1.72021,1.6518,1.72354,4.63581e-05,4.12408e-05,4.68447e-05,4.08592e-05,3.43107,3.48229,3.44642,3.48377,-0.303723,-0.280059,-0.294974,-0.279337,0.836319,0.818658,0.829644,0.818133,0.149497,0.128367,0.140091,0.128128,114.796,116.068,115.098,116.068,2.29639,2.30059,2.29798,2.30055,5986.23,6068.74,5995.82,6068.75,23189.6,23403.0,23205.2,23397.4,322.245,470.192,9924.67,4701.41,2552870.0,5855560.0,359.517,567.459,-6.73149,1098.34,11.3183,-5.41791,527.105,649.413,171.0,415.334,874.968,-6.03753,7.63548,145.538,4890430.0,11778.4,330.38,277.13,368.128,3691.42,1292.32,2975.73,0.920339,0.920339,1.0,0.90339,0.90339,0.0,174.0,590.0,543.0,543.0,590.0,533.0,533.0,0.227749,0.772251,2517.95
F08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.250223,0.099096,32.2534,31.1299,8.07369,7.85016,630.228,283.819,439.608,4309700.0,330.929,5.50327,12.7745,631.054,958.968,289654.0,450715.0,17243.2,8501.09,15184.7,21099.6,8736.47,0.823791,7914610.0,8169380.0,3902000.0,9916810.0,4106140.0,331.352,513.14,2894850.0,0.00175713,0.00155577,0.00166309,0.00155728,441.79,628.042,455.594,624.34,203708000.0,207396000.0,202185000.0,207447000.0,1.62849,1.71294,1.64663,1.71194,4.69499e-05,4.19916e-05,4.74828e-05,4.20154e-05,3.40517,3.45529,3.42064,3.45437,-0.295802,-0.272698,-0.287008,-0.273163,0.827522,0.809441,0.820574,0.809864,0.148819,0.128242,0.139263,0.128317,112.315,113.618,112.674,113.618,2.26972,2.27507,2.27221,2.27512,5734.47,5818.78,5747.89,5818.81,22202.4,22427.4,22235.4,22429.5,222.479,245.954,11183.5,5091.9,2337180.0,6016700.0,330.732,560.844,-6.36406,998.908,11.006,-5.40362,490.509,598.138,171.0,389.285,799.656,-6.03927,9.27517,128.179,4105890.0,14221.8,316.282,238.76,341.567,4763.28,1624.46,4666.2,0.85316,0.85316,1.0,0.873606,0.873606,0.0,287.0,538.0,459.0,459.0,538.0,470.0,470.0,0.347879,0.652121,2360.27
I04,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut,0.131449,0.0393062,35.7471,30.6382,3.46654,3.03159,504.739,331.836,480.701,2692250.0,361.11,5.08576,16.2544,545.654,976.169,375410.0,721389.0,12969.7,5883.63,8113.2,19219.0,6516.07,0.542106,8923130.0,7699430.0,4047940.0,14202800.0,4808860.0,352.253,698.345,2295300.0,0.00200527,0.00180194,0.00191161,0.00180549,408.415,596.496,428.01,591.311,164229000.0,167194000.0,163071000.0,167210000.0,1.59822,1.68274,1.61663,1.68062,5.0723e-05,4.54999e-05,5.11638e-05,4.5715e-05,3.32759,3.3763,3.34319,3.3754,-0.296121,-0.272818,-0.286844,-0.273296,0.823106,0.804841,0.815619,0.805293,0.158532,0.138568,0.14927,0.138806,105.774,106.946,106.132,106.945,2.22226,2.22931,2.22541,2.2292,5398.72,5474.3,5414.02,5474.16,20914.7,21104.3,20952.2,21106.3,233.002,267.449,3990.99,2575.64,1772040.0,3787450.0,342.963,508.911,-5.05998,970.852,11.8809,-4.42413,481.621,583.568,171.0,382.055,778.4,-4.9219,9.96247,125.958,2442190.0,7281.17,308.098,259.146,406.399,4107.79,1155.36,4510.94,0.724974,0.724974,1.0,0.778714,0.777661,3.0,720.0,949.0,688.0,688.0,949.0,739.0,738.0,0.431396,0.568604,2232.55
N08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.123304,0.0427322,31.7572,30.0769,3.4353,3.23708,544.776,306.962,393.49,1925330.0,310.604,5.22671,10.7107,725.64,914.456,233656.0,290797.0,18484.3,5728.16,6272.21,21819.8,5778.54,0.354347,5951930.0,2458710.0,1844470.0,6938690.0,1837580.0,310.452,574.625,1793960.0,0.00152209,0.00135681,0.0014262,0.0013503,473.328,637.894,484.289,635.826,203361000.0,207806000.0,201940000.0,207863000.0,1.66535,1.7379,1.68319,1.73806,4.245e-05,3.87778e-05,4.29296e-05,3.87262e-05,3.44205,3.48437,3.45735,3.4844,-0.286936,-0.2681,-0.277955,-0.26806,0.823208,0.808217,0.81571,0.808323,0.13302,0.116075,0.124068,0.115811,118.783,120.172,119.155,120.172,2.27993,2.28844,2.28394,2.28847,6093.49,6186.83,6107.87,6186.8,23593.8,23865.5,23632.5,23866.4,241.154,249.626,2851.25,2689.15,865905.0,1117690.0,313.039,442.165,-5.15947,762.894,11.6923,-4.05634,414.795,478.196,171.0,327.852,623.056,-4.41266,8.52345,94.7597,1855360.0,6032.12,309.49,229.713,312.327,4633.73,682.878,4379.26,0.821429,0.821429,1.0,0.811224,0.811224,7.0,97.0,392.0,322.0,322.0,392.0,318.0,318.0,0.198364,0.801636,2282.03
D09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.112376,0.037243,36.3907,30.1706,3.35484,2.83316,543.12,264.987,447.694,5918970.0,338.105,4.86585,8.65354,590.608,712.823,290579.0,362114.0,17137.4,9462.26,22336.8,19083.8,9235.46,1.41008,8431620.0,13670200.0,4655430.0,9694580.0,4691610.0,334.8,536.63,3092030.0,0.00143142,0.00125248,0.00132783,0.00125593,466.481,650.421,487.705,644.893,253597000.0,258091000.0,252183000.0,258125000.0,1.65493,1.73689,1.67692,1.73455,4.39549e-05,3.93322e-05,4.41381e-05,3.95492e-05,3.45502,3.50277,3.47278,3.50193,-0.286083,-0.263972,-0.276322,-0.264377,0.822289,0.804401,0.814282,0.804655,0.135952,0.116567,0.125977,0.117029,117.896,119.187,118.283,119.186,2.28925,2.29444,2.29242,2.29442,6009.05,6094.43,6022.87,6094.33,23257.5,23487.6,23287.6,23489.9,233.579,288.005,18637.5,6174.04,3037630.0,11406100.0,302.095,524.018,-6.32651,889.027,10.826,-5.10686,446.921,541.149,171.082,360.748,716.339,-5.61487,5.83366,112.541,6257080.0,24203.2,296.572,225.893,346.573,4726.51,2068.92,4439.15,0.803922,0.803922,1.0,0.830065,0.830065,1.0,276.0,612.0,492.0,492.0,612.0,508.0,508.0,0.310811,0.689189,2217.94
O15,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.0993449,0.0225874,24.3981,13.1083,1.35232,1.37577,415.411,321.905,326.227,2549150.0,334.199,6.10924,12.8953,718.468,1002.74,256493.0,383047.0,17147.8,6518.77,7918.96,23039.3,6703.63,0.463387,6121770.0,4078270.0,2327200.0,8801000.0,2560790.0,325.978,421.732,2185230.0,0.00133561,0.00118063,0.00123218,0.00118355,493.724,662.904,508.85,654.951,198221000.0,202690000.0,197237000.0,202787000.0,1.669,1.74183,1.68976,1.74,4.27722e-05,3.90095e-05,4.29471e-05,3.92071e-05,3.41522,3.45703,3.43215,3.45618,-0.275004,-0.256062,-0.265411,-0.256493,0.810212,0.794413,0.801837,0.794722,0.131152,0.114361,0.121188,0.114466,116.186,117.526,116.624,117.526,2.24649,2.2553,2.25151,2.25515,5903.34,5993.21,5922.31,5993.19,22838.9,23094.9,22893.5,23098.8,259.101,301.22,4135.23,3417.2,1219940.0,2129640.0,303.099,425.044,-4.05683,720.309,11.5508,-3.49031,388.444,453.993,171.0,316.656,588.65,-3.88598,5.10243,86.8229,1871040.0,6289.54,281.353,235.77,337.865,5160.13,1323.78,4955.75,0.693204,0.693204,1.0,0.741748,0.741748,1.0,337.0,515.0,357.0,357.0,515.0,382.0,382.0,0.39554,0.60446,2042.18
