Plate,Well,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea,Class,CPD_ID,Experiment,Exp_CPD
p1,E10,GNE;WT,0.187874,0.0707697,24.8436,24.2821,4.23198,4.18831,585.679,433.874,425.356,10905500.0,746.588,7.11236,1.392,1207.71,268.221,107486,100583,18584.7,15602.2,25135.2,4610.75,4273.85,3.50346,1654040.0,6057590.0,1326180.0,1729030.0,1025720.0,503.689,419.17,2152690.0,0.789464,0.782295,0.790489,0.783862,1.66929,2.58601,2.03752,3.06015,2317.15,2208.54,2272.93,2140.12,0.101496,0.113012,0.0995426,0.110431,3.36223e-06,4.17747e-06,3.26831e-06,4.02532e-06,0.24206,0.251002,0.240531,0.249024,-0.425345,-0.367587,-0.435354,-0.380519,0.350758,0.327525,0.354546,0.332863,0.967705,0.963036,0.968444,0.964057,0.294096,0.294196,0.294106,0.294196,0.217524,0.222029,0.216899,0.221171,8.11686,8.12306,8.11784,8.12306,31.2487,30.5527,30.9629,30.1072,432.199,792.128,21482.6,11935.8,5177320.0,398.751,534.003,-3.69553,991.144,63.0553,-3.47461,522.411,636.93,221.114,421.322,821.737,-3.61848,65.4743,108.366,8447290.0,17794.0,477.566,354.796,379.302,5872.35,2805.05,601.989,0.237333,0.226667,0.642667,0.64,67,375,89,85,241,375,240,0.151584,0.848416,1798.36,WT,GNE,p1_WT,p1_WT_GNE
p1,F10,GNE;WT,0.216653,0.0673745,23.4535,24.936,3.80251,4.09483,606.483,428.738,446.692,8529550.0,703.025,5.26271,0.980276,909.593,196.239,107332,99493,14751.8,12691.9,19894.5,4386.75,4094.07,3.02343,1740710.0,6724360.0,1434190.0,2224080.0,1379700.0,501.547,440.507,2053370.0,0.763171,0.756915,0.764138,0.756411,0.976669,1.71986,1.1328,1.47364,1722.36,1620.6,1703.33,1658.97,0.10738,0.118091,0.105841,0.118832,4.00741e-06,4.78737e-06,3.88336e-06,4.85088e-06,0.271768,0.280389,0.270464,0.280978,-0.459145,-0.410703,-0.466688,-0.407359,0.387142,0.367702,0.390055,0.366314,0.964888,0.960502,0.965547,0.960182,0.321703,0.321802,0.321727,0.321802,0.245008,0.249113,0.244365,0.249425,5.79752,5.80184,5.79814,5.80184,22.3726,21.7376,22.2534,21.9798,416.223,705.202,16568.6,9451.68,5600190.0,426.682,556.922,-1.9791,1284.01,52.6361,-1.74443,645.282,795.268,221.525,497.771,1050.26,-1.90495,73.3369,162.458,8750150.0,18932.6,487.092,452.643,396.269,4915.61,2578.01,626.069,0.232742,0.22288,0.666667,0.664694,89,507,118,113,338,507,337,0.149329,0.850671,1882.42,WT,GNE,p1_WT,p1_WT_GNE
p1,G10,GNE;WT,0.263211,0.130781,20.9086,20.0132,6.70547,6.24788,619.575,360.876,467.44,8047940.0,448.282,6.84071,1.50701,1060.91,259.958,119883,111262,16208.2,13417.6,22301.1,5240.27,4477.49,2.56537,1831530.0,5753690.0,1395430.0,2242840.0,1150720.0,444.283,464.833,1989280.0,0.799482,0.793203,0.799771,0.793221,0.26707,0.310733,0.191438,0.300383,56.7026,51.5061,62.6009,52.6308,0.0975496,0.107485,0.0971044,0.107668,3.0657e-06,3.77027e-06,3.04182e-06,3.76718e-06,0.231026,0.238816,0.230665,0.238917,-0.431371,-0.378866,-0.433798,-0.378173,0.345515,0.325064,0.346431,0.324784,0.969244,0.965203,0.96942,0.965156,0.21592,0.215987,0.215921,0.215987,0.208911,0.212961,0.208749,0.212969,0.267022,0.267152,0.267031,0.267152,0.861815,0.827838,0.9006,0.83523,346.37,415.219,18662.8,10111.7,4815010.0,380.028,511.292,-3.58156,1014.75,65.3827,-2.83468,512.659,649.777,221.325,427.617,840.199,-2.94163,127.597,105.877,6343670.0,16171.9,476.802,371.773,394.145,5348.24,2799.77,593.596,0.264019,0.242991,0.602804,0.600467,186,428,113,104,258,428,257,0.302932,0.697068,1793.11,WT,GNE,p1_WT,p1_WT_GNE
p1,H10,MLi;WT,0.235439,0.0150193,16.1097,22.023,0.603151,0.806194,599.869,524.48,555.254,11961200.0,1050.61,4.94,1.01155,943.6,205.194,94360,88849,15403.8,12458.8,22805.9,4935.29,4550.69,2.64666,1540380.0,5655850.0,1233420.0,2136980.0,1128570.0,537.788,629.766,2447310.0,0.80028,0.794201,0.800198,0.793599,2.92071,3.84626,2.74084,4.44614,4410.31,4258.67,4404.68,4170.38,0.097903,0.108454,0.0982884,0.109192,3.02126e-06,3.65021e-06,3.02418e-06,3.7312e-06,0.236667,0.244842,0.2369,0.245447,-0.448782,-0.39545,-0.447054,-0.391526,0.358344,0.337743,0.357671,0.336149,0.969319,0.965188,0.969193,0.964854,0.353857,0.353976,0.353837,0.353976,0.213225,0.217212,0.213274,0.217615,15.6385,15.6505,15.6404,15.6505,60.1207,59.1479,60.0886,58.5684,535.898,1183.78,19210.9,9498.93,4764310.0,440.036,590.103,-4.33146,1059.21,58.2343,-4.20975,553.164,674.443,222.76,440.237,875.19,-4.37239,79.0187,116.136,10355300.0,18544.6,479.48,570.017,394.52,5331.82,2743.99,538.427,0.230947,0.228637,0.572748,0.572748,155,433,100,99,248,433,248,0.263605,0.736395,1730.64,WT,MLi,p1_WT,p1_WT_MLi
p1,I10,MLi;WT,0.103303,0.0730359,23.5393,23.4463,4.1383,4.12253,550.832,413.978,421.691,10522800.0,657.879,8.92537,1.57018,1489.69,276.19,99809,94457,21493.0,17726.3,25418.8,4998.57,4558.34,2.98868,1440030.0,5109190.0,1081300.0,1709510.0,907110.0,470.504,414.389,2144720.0,0.821908,0.815727,0.821885,0.816601,1.36848,2.55094,1.51058,2.06732,1471.98,1335.74,1452.69,1392.5,0.0892251,0.0993718,0.0891387,0.0980264,2.49634e-06,3.09875e-06,2.49809e-06,3.03051e-06,0.208839,0.216576,0.208839,0.215544,-0.427612,-0.370284,-0.428323,-0.377979,0.328362,0.306748,0.328682,0.309777,0.972658,0.968732,0.972683,0.969235,0.229788,0.22992,0.229916,0.22992,0.188653,0.19268,0.188707,0.192173,5.39364,5.39778,5.39443,5.39778,20.6221,19.7145,20.4935,20.0957,409.978,675.054,21763.5,14226.5,4374450.0,385.476,545.518,-4.27553,962.828,71.0395,-4.02365,509.172,621.696,221.236,414.05,799.678,-4.19302,120.525,105.172,7594540.0,18968.1,472.416,385.509,383.836,6526.78,2873.1,610.433,0.195906,0.178363,0.587719,0.581871,71,342,67,61,201,342,199,0.171913,0.828087,1793.62,WT,MLi,p1_WT,p1_WT_MLi
p1,J10,MLi;WT,0.168264,0.0339111,24.2112,23.9116,1.96997,1.94616,556.239,377.044,425.366,10024900.0,598.049,7.76119,1.31014,1402.33,258.739,93956,89265,19649.4,16494.6,26588.2,4562.05,4266.34,3.29416,1316510.0,5184700.0,989675.0,1573910.0,819137.0,422.871,432.289,1804110.0,0.821915,0.817021,0.823096,0.817079,0.79088,1.38472,1.15345,1.50507,982.759,901.309,935.671,888.322,0.0874687,0.0953988,0.0856446,0.0950971,2.49461e-06,2.98033e-06,2.38012e-06,2.98469e-06,0.204221,0.210237,0.202764,0.210021,-0.418685,-0.372582,-0.429999,-0.374276,0.320426,0.303164,0.324458,0.303812,0.973098,0.970029,0.973817,0.970104,0.204428,0.204502,0.204428,0.204502,0.184964,0.18815,0.184183,0.188113,3.60446,3.60719,3.60488,3.60719,13.7781,13.2354,13.4623,13.1481,371.779,611.277,22868.9,13114.7,4459440.0,369.541,481.73,-3.03442,901.711,70.8067,-2.93739,471.07,588.681,221.211,398.141,752.001,-3.06073,82.607,89.4144,8472880.0,20328.1,473.824,346.555,420.032,6177.48,2605.26,508.351,0.194203,0.173913,0.565217,0.556522,40,345,67,60,195,345,192,0.103896,0.896104,1751.06,WT,MLi,p1_WT,p1_WT_MLi
p1,K10,MLi;WT,0.222772,0.103877,22.0936,24.9893,5.66597,6.24773,559.564,351.694,431.041,9527810.0,493.148,7.49057,1.07742,1529.94,247.168,81087,76622,22160.8,16998.3,27091.2,4705.58,4388.67,3.15721,1174520.0,4605510.0,866912.0,1458730.0,741686.0,433.763,426.518,1903650.0,0.841065,0.836481,0.841851,0.835889,0.210023,0.332869,0.231561,0.357739,147.436,136.009,145.361,134.056,0.0827622,0.0901847,0.0816476,0.0912935,1.93122e-06,2.29931e-06,1.87669e-06,2.3517e-06,0.187622,0.193167,0.186675,0.193928,-0.411413,-0.364595,-0.41896,-0.358173,0.304685,0.287633,0.30728,0.285195,0.97544,0.972662,0.975852,0.97225,0.16275,0.162691,0.162615,0.162691,0.168924,0.171905,0.168383,0.172299,0.570329,0.570106,0.569751,0.570106,2.12431,2.04571,2.10901,2.03236,340.739,468.129,23236.7,13374.0,3950240.0,363.276,503.307,0.92158,1382.68,68.3467,-1.16911,683.459,848.381,221.165,523.158,1127.14,-0.989197,87.9459,193.33,7113700.0,19211.9,465.812,378.851,375.891,5380.51,2308.36,472.348,0.170968,0.164516,0.548387,0.545161,65,310,53,51,170,310,169,0.173333,0.826667,1687.46,WT,MLi,p1_WT,p1_WT_MLi
p1,L10,PFE;WT,0.156431,0.0424534,18.1693,16.4705,1.86444,1.70825,558.223,344.12,574.152,9072800.0,436.255,7.57627,1.04624,1452.76,231.497,85713,80098,20454.9,15394.6,26365.2,4896.01,4663.84,2.28787,1206840.0,3875690.0,831308.0,1694020.0,680921.0,403.477,745.002,1881750.0,0.86721,0.863303,0.867372,0.862722,0.347811,0.42728,0.493171,0.746943,187.227,175.641,171.144,138.601,0.0699886,0.0766253,0.0702795,0.0779554,1.39731e-06,1.66648e-06,1.3656e-06,1.69696e-06,0.158458,0.163336,0.158623,0.164261,-0.422689,-0.37458,-0.421418,-0.365484,0.285552,0.26949,0.285154,0.266287,0.979964,0.977616,0.979962,0.977196,0.130749,0.130795,0.130783,0.130795,0.144237,0.146876,0.144095,0.147257,0.774524,0.775093,0.774633,0.775093,2.84385,2.76392,2.73144,2.50463,335.638,419.602,22453.2,12192.7,3300620.0,353.51,454.916,-2.33844,863.573,69.0926,-2.33915,453.0,568.064,221.162,388.189,722.242,-2.41427,80.3216,85.6952,6104420.0,16510.6,470.884,342.875,378.173,6618.25,2829.18,436.607,0.17052,0.156069,0.424855,0.421965,110,346,59,54,147,346,146,0.241228,0.758772,1634.5,WT,PFE,p1_WT,p1_WT_PFE
p1,M10,PFE;WT,0.450046,0.13511,19.4117,20.0037,5.74488,6.44958,564.149,352.618,495.109,7667390.0,421.083,5.86813,1.14737,1057.52,235.576,96234,89519,16034.8,12356.7,21744.2,4673.01,4273.65,2.51025,1459170.0,4457550.0,1037960.0,1775740.0,876098.0,430.923,535.063,1841610.0,0.844584,0.839988,0.845174,0.839838,7.69014,8.90329,7.58238,8.91991,2996.56,2830.45,3014.59,2831.35,0.0872276,0.0953773,0.0862884,0.0956238,1.46392e-06,1.80518e-06,1.42028e-06,1.81427e-06,0.185665,0.19151,0.184979,0.191701,-0.438367,-0.389694,-0.444179,-0.388076,0.314646,0.297541,0.316621,0.296955,0.954379,0.949184,0.955028,0.949036,1.59944,1.60009,1.59963,1.60009,0.171096,0.175063,0.17062,0.175212,13.2724,13.2795,13.2789,13.2795,46.5677,45.4316,46.7057,45.4374,337.491,393.255,18131.9,9250.15,3717050.0,381.419,527.767,-3.57932,1060.32,46.5268,-3.36668,523.541,674.588,221.773,439.795,875.839,-3.50095,46.4794,110.215,5917870.0,15339.1,472.063,370.555,385.227,5311.12,2567.26,477.121,0.239474,0.221053,0.539474,0.539474,81,380,91,84,205,380,205,0.175705,0.824295,1800.39,WT,PFE,p1_WT,p1_WT_PFE
p1,N10,PFE;WT,0.228098,0.0821839,21.6444,20.835,4.29804,4.10492,553.513,340.642,466.927,7169960.0,419.164,6.30986,1.16959,1194.31,235.497,84796,80540,18149.8,14173.5,21048.4,4986.77,4354.93,2.09808,1288630.0,3578220.0,878760.0,1705480.0,740338.0,401.452,476.746,1748290.0,0.875896,0.872221,0.877043,0.872092,0.232538,0.440785,0.224873,0.256736,83.4413,65.751,84.446,80.6035,0.0671705,0.0734483,0.0652183,0.0735079,1.20985e-06,1.45645e-06,1.14544e-06,1.46715e-06,0.150502,0.155065,0.149019,0.155134,-0.421877,-0.374619,-0.437546,-0.373837,0.278316,0.262882,0.283237,0.262635,0.981125,0.978908,0.981781,0.978865,0.119931,0.119981,0.119946,0.119981,0.136771,0.139347,0.135974,0.13942,0.366034,0.366294,0.366079,0.366294,1.30741,1.18322,1.31455,1.28798,329.711,390.946,17256.5,10637.6,2933600.0,352.516,447.187,-2.65969,862.852,69.8211,-2.32972,444.76,567.652,221.113,387.965,721.669,-2.37636,95.3683,81.2459,4698640.0,13089.7,466.214,339.307,389.079,5254.2,2460.09,489.149,0.207602,0.181287,0.497076,0.497076,128,342,71,62,170,342,170,0.27234,0.72766,1778.02,WT,PFE,p1_WT,p1_WT_PFE
p1,O10,PFE;WT,0.482352,0.287512,25.0782,23.6075,17.2291,16.3082,512.768,315.674,428.239,8671650.0,378.525,10.25,1.38519,1736.57,261.841,76409,70697,23681.3,21061.6,27470.3,4665.44,4307.1,2.50787,1041980.0,3159080.0,673971.0,1259670.0,473781.0,391.568,426.232,1686520.0,0.896345,0.893705,0.896804,0.892851,3.51398,3.91733,3.44171,4.05367,1070.0,1016.44,1081.06,997.778,0.0613039,0.0659327,0.0604448,0.0674331,7.06305e-07,8.46738e-07,6.86207e-07,8.91124e-07,0.126375,0.12956,0.125757,0.130612,-0.42083,-0.38118,-0.428123,-0.368046,0.255236,0.2433,0.257329,0.239195,0.970004,0.96718,0.970475,0.966298,0.832273,0.832356,0.831974,0.832356,0.116859,0.119146,0.116389,0.119914,5.33045,5.33096,5.3283,5.33096,18.1681,17.7812,18.2441,17.6462,303.624,358.234,23403.3,16824.0,2691380.0,350.422,474.406,-2.68933,924.277,48.5228,-2.63945,483.429,600.775,221.012,403.861,769.559,-2.77649,46.3423,97.3894,6025750.0,17125.5,453.589,341.718,387.562,6655.0,2564.12,407.733,0.162963,0.118519,0.425926,0.407407,64,270,44,32,115,270,110,0.191617,0.808383,1648.03,WT,PFE,p1_WT,p1_WT_PFE
p1,B11,DMSO;WT,0.174664,0.0368502,21.4996,23.067,1.90745,2.04229,624.0,424.085,451.472,19428100.0,707.485,7.52632,3.10303,1184.29,528.576,90006,87215,19324.5,17436.0,45811.8,6480.27,5622.42,5.56985,1468660.0,5955530.0,1255390.0,1069240.0,725292.0,568.047,446.507,3193800.0,0.789715,0.782419,0.788943,0.782927,0.672995,1.04848,0.882481,1.26272,1139.83,1092.41,1113.41,1062.76,0.0986675,0.110856,0.100095,0.110895,2.98851e-06,3.7683e-06,3.07695e-06,3.70823e-06,0.247812,0.25747,0.248888,0.25731,-0.468598,-0.408451,-0.461516,-0.409491,0.375396,0.352095,0.372693,0.352496,0.969002,0.964113,0.968437,0.964189,0.28042,0.280341,0.280342,0.280342,0.223356,0.228208,0.223895,0.227959,3.93344,3.93623,3.93391,3.93624,15.178,14.8765,15.0084,14.6844,411.714,700.791,41306.5,13812.8,5369840.0,450.386,699.963,-5.16338,1464.13,47.7035,-4.74117,732.335,892.33,221.085,544.277,1190.66,-5.0004,65.1748,187.759,13454600.0,30808.3,480.272,406.364,376.623,4534.66,3692.54,714.679,0.460606,0.436364,0.787879,0.781818,41,165,76,72,130,165,129,0.199029,0.800971,1772.11,WT,DMSO,p1_WT,p1_WT_DMSO
p1,C11,DMSO;WT,0.131947,0.0343345,22.7186,21.8968,1.88045,1.84073,596.95,431.527,474.322,9578800.0,676.482,4.50435,1.06219,865.122,232.199,99489,93344,14893.5,13366.5,22197.5,4693.82,4127.61,3.14096,1712750.0,5926720.0,1403480.0,1886920.0,1093820.0,501.901,473.525,2071650.0,0.790582,0.783626,0.790822,0.784038,0.767806,1.50189,0.928749,1.16465,1464.16,1383.48,1446.86,1416.57,0.100404,0.112216,0.10021,0.111602,3.26245e-06,4.0315e-06,3.20725e-06,3.97852e-06,0.246527,0.255787,0.246371,0.255323,-0.453252,-0.395752,-0.454512,-0.398603,0.367349,0.344833,0.367835,0.346016,0.968127,0.963424,0.968284,0.963672,0.28501,0.285125,0.285069,0.285125,0.222113,0.226667,0.221934,0.226393,5.00842,5.0122,5.00905,5.0122,19.4568,18.939,19.3453,19.154,422.633,687.445,18654.2,9958.31,4980680.0,423.739,608.064,-4.24557,1090.03,62.9621,-3.87541,573.023,690.742,222.014,447.698,899.065,-4.03652,78.3077,118.261,7366390.0,17422.5,469.146,395.827,397.41,4533.98,2663.09,622.779,0.28607,0.261194,0.664179,0.659204,146,402,115,105,267,402,265,0.266423,0.733577,1763.74,WT,DMSO,p1_WT,p1_WT_DMSO
p1,D11,GNE;WT,0.22791,0.0239894,19.7783,18.6203,1.12332,1.08469,628.343,430.704,500.618,11384200.0,652.202,6.38938,1.91793,1088.68,355.328,123021,116903,16891.0,14195.0,26431.6,4754.94,4459.6,3.63262,1908680.0,5682790.0,1518870.0,1564380.0,949895.0,569.673,536.374,2540510.0,0.79899,0.792003,0.798748,0.791626,1.40921,2.22409,1.4215,1.85667,1801.17,1682.24,1798.69,1737.08,0.0999604,0.111655,0.100319,0.111879,3.22926e-06,3.95452e-06,3.24441e-06,4.0551e-06,0.235418,0.244403,0.235751,0.244538,-0.424378,-0.364619,-0.422076,-0.363717,0.345418,0.321612,0.344534,0.321234,0.96831,0.963688,0.968153,0.963453,0.271426,0.271522,0.27142,0.271522,0.211291,0.215615,0.21141,0.215859,6.48488,6.48981,6.48562,6.48981,24.746,23.9729,24.7312,24.3335,423.582,674.788,22631.6,10864.6,4865780.0,395.43,550.632,-4.20166,1092.04,49.637,-3.7742,553.67,691.474,221.246,447.652,900.465,-3.93999,50.6861,123.789,7769260.0,18893.2,493.049,368.708,384.061,5481.19,3350.13,587.362,0.343465,0.325228,0.653495,0.647416,59,329,113,107,215,329,213,0.152062,0.847938,1785.72,WT,GNE,p1_WT,p1_WT_GNE
p1,E11,GNE;WT,0.136081,0.0486519,22.5241,21.5327,2.60952,2.52817,578.994,400.343,456.873,10341500.0,570.912,7.0198,1.52985,1145.53,271.861,115699,109288,17679.2,14406.5,25831.5,4668.97,4319.74,3.3168,1785600.0,6225380.0,1440650.0,1876930.0,1041060.0,515.484,444.581,2226760.0,0.781555,0.774799,0.782564,0.774746,0.925276,1.61048,1.02535,1.2964,898.189,803.579,883.856,849.079,0.103117,0.114559,0.101596,0.114121,3.60572e-06,4.42337e-06,3.50206e-06,4.43112e-06,0.252045,0.260984,0.250758,0.260745,-0.440243,-0.385449,-0.448244,-0.386887,0.364407,0.342475,0.367461,0.343091,0.96676,0.962079,0.967368,0.962225,0.267985,0.268084,0.267988,0.268085,0.226844,0.231195,0.226209,0.231217,3.2396,3.242,3.23995,3.242,12.2045,11.5983,12.1127,11.8918,387.474,554.196,21956.8,11198.0,5291600.0,408.658,602.233,-4.27503,1117.92,49.678,-4.12538,573.602,705.395,221.129,454.294,920.624,-4.2618,54.8107,120.189,8197650.0,20088.8,473.752,388.643,386.716,5254.6,3001.7,562.764,0.251244,0.248756,0.599502,0.599502,123,402,101,100,241,402,241,0.234286,0.765714,1783.03,WT,GNE,p1_WT,p1_WT_GNE
p1,F11,GNE;WT,0.153435,0.0663262,28.5716,29.1781,4.65179,4.72361,596.635,543.166,430.546,13193700.0,1013.74,6.87209,1.33418,1208.6,248.471,103940,98146,18513.8,15834.2,24290.4,4644.91,4249.77,3.64077,1592190.0,6679860.0,1330070.0,1834740.0,1164440.0,498.386,415.042,2118020.0,0.766791,0.760201,0.767597,0.760898,1.33108,1.94386,1.30474,2.04318,3626.31,3544.01,3634.31,3534.57,0.107902,0.119262,0.107131,0.118619,3.90356e-06,4.75127e-06,3.82315e-06,4.67376e-06,0.271121,0.27999,0.270135,0.279291,-0.46207,-0.412327,-0.467772,-0.41629,0.389296,0.369509,0.391498,0.371138,0.965044,0.960436,0.965444,0.960764,0.440173,0.44041,0.440219,0.44041,0.244543,0.248838,0.244054,0.248476,12.0227,12.0319,12.0241,12.0319,46.8929,46.386,46.946,46.3262,550.72,1086.39,20640.9,12449.8,5676240.0,409.124,530.057,-2.85879,1094.32,58.2535,-2.62957,549.014,695.256,226.788,452.346,903.463,-2.74402,71.7277,116.547,12970400.0,22070.1,482.19,417.304,381.791,6294.52,3019.0,716.77,0.217722,0.212658,0.696203,0.693671,100,395,86,84,275,395,274,0.20202,0.79798,1817.11,WT,GNE,p1_WT,p1_WT_GNE
p1,G11,GNE;WT,0.23233,0.0171103,20.5544,20.5063,0.841891,0.835874,615.139,476.7,498.348,12603000.0,886.35,5.72727,1.41689,943.227,265.749,103755,97530,15360.5,12816.8,26437.9,5117.98,4422.18,3.20921,1689660.0,6027850.0,1358580.0,1878300.0,1003840.0,515.472,513.392,2279510.0,0.787543,0.781072,0.788077,0.781146,1.44144,3.3737,2.24132,1.89181,3406.45,3043.36,3210.91,3262.79,0.10385,0.114729,0.103092,0.114459,3.51651e-06,4.26279e-06,3.46668e-06,4.26151e-06,0.248373,0.256752,0.247705,0.256571,-0.431281,-0.378488,-0.435079,-0.379521,0.357694,0.336431,0.359087,0.336909,0.966753,0.962371,0.967045,0.962441,0.332504,0.332573,0.332421,0.332573,0.222742,0.226888,0.222415,0.226788,11.6478,11.6567,11.6491,11.6567,45.3296,42.9878,44.0634,44.4134,477.049,970.279,22584.4,9642.67,5149230.0,412.964,610.839,-4.41266,1195.44,54.3936,-3.67417,618.704,748.195,223.173,475.961,981.538,-3.79902,67.4443,137.932,8653240.0,20884.9,496.786,381.733,384.526,4568.77,2776.05,535.425,0.299728,0.288828,0.621253,0.618529,151,367,110,106,228,367,227,0.291506,0.708494,1739.08,WT,GNE,p1_WT,p1_WT_GNE
